ARTICLE_NAME	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Aníbal	0.00732783154897	0.000162634429066	0.0269543325859	0.0337059357461	0.00740060509769	0.000312834546636	0.04440126612	0.0192427747261	5.79618028084e-05	0.0172818843106	0.00923036162534	0.00800529161255	0.00193370935913	3.67365813381e-05	0.0145835614033	0.283040393523	0.526321884982
Mustafa Kemal Atatürk	0.011770742533	0.024469913026	0.0553698589387	2.33647057633e-05	0.0906759946051	0.000103348785076	0.00122603467767	0.00133026002377	0.00201953536461	0.0634044534224	0.272674433003	0.000635690773486	5.17753155316e-05	0.000133723664241	0.0258959559195	0.0769743244238	0.373240590818
Abraham Senior	0.0192784497625	0.0765968752445	0.0212876829956	0.000890297483137	0.000151107742794	0.00618470175555	0.0289536001206	0.0322008038864	0.000592196878396	0.00315637357402	0.0327154054781	0.215737723226	0.144728443788	0.000224692116329	0.00314779630855	0.00633047183493	0.407823377805
Bedřich Smetana	0.0176298459506	0.0164179760837	0.0468420548247	0.00366040147667	0.0093789150909	0.00011863451466	0.089238681031	0.00322337083451	0.287657005582	0.140799889706	0.0583422122434	7.95864107363e-05	0.0213090722193	0.000106866800972	0.0141017383751	0.00593707595253	0.285156672904
Jorge Bonsor	0.166538557826	0.0710547384742	0.102034720643	0.110234681206	0.0537186235563	0.00212102731147	0.0123763132833	0.000251974427893	0.000127615819271	0.0759182701548	0.00666339802619	0.0136582056608	0.0011218120441	0.0197332948691	0.00125677010223	0.00377749371516	0.35941250288
Eva Perón	0.0221995041511	0.0307965901347	0.00473027367859	0.000521357189384	0.0310794587462	0.0367455034887	0.0561431410176	0.0572225468548	0.00901865786054	0.196982134925	0.144857981816	0.0101348270327	0.0035151470941	0.000844754712195	0.0142323138865	0.0206125529806	0.360363254432
Claudio de Lorena	0.528684317847	9.69760149979e-05	0.00428389025014	0.032140446031	0.0520375000762	2.16731387916e-05	0.0654814876431	0.00690570533393	0.00116207979385	0.041856000882	9.44375336525e-05	0.0227629885266	0.0256331244479	0.0214610139419	0.0121575211373	0.000116966560526	0.185103870841
Cosmo Gordon Lang	0.0116811558004	0.0244294471249	0.0811549493823	0.00054999631639	0.0158394486402	0.00278674900516	0.0557471077882	0.0311602070766	0.000432431863045	0.0706740243639	0.122101063381	0.20730112209	0.0617849233596	0.00016798548061	0.013410398578	0.00883767527985	0.29194131447
Sigmund Freud	0.0093513043511	0.000127482401177	0.0424436502872	3.20285421276e-05	0.422562127173	0.0271689603122	0.116397914781	0.0149779654896	0.000172689290561	0.0934972964553	0.0185271877598	0.000395813054849	0.00150602223051	0.0875954429116	0.00222616697534	0.000460240206705	0.162557707777
Frédéric Chopin	0.0212714063394	8.95830351475e-05	0.00325700479413	0.0117972242989	0.00597074749561	9.41952407254e-05	0.0888522334449	0.0119936950144	0.308028169853	0.152051207888	0.0184060377898	0.000334834987724	0.0263109380422	0.00442636117501	0.00295769295717	0.000182597729481	0.343976069914
Joseph Francis Shea	0.0055397745405	0.0170166589823	0.1243417392	0.000221876018873	0.0223039329242	0.0230140431763	0.00460394313903	0.0771217283849	0.000158153435072	0.0754924809467	0.0273493839978	9.27003835084e-05	0.000282081513085	0.053227408305	0.0148595000193	0.203306940502	0.351067654531
Akenatón	0.0711415314341	0.00362050704291	0.015265327433	9.03633658166e-05	0.0713036248353	3.76486868564e-05	0.0384389581877	0.000354242882223	0.00619039783775	0.0454755933435	0.000422668538776	0.0483964762863	0.0999638955562	0.033029269302	0.0102760110643	9.99229313713e-05	0.555893561272
William Shakespeare	0.021092031607	0.0116088187747	0.00154712580148	0.000460352892657	0.0850693291881	0.0139007148321	0.282078196055	0.0610509387912	0.00721382441044	0.0828807474599	0.00028471971106	0.0538249450655	0.0575339026335	0.0055305839217	0.000402254881383	0.00400736497929	0.311514148995
Calígula	0.0267212701015	5.94641721729e-05	0.024525873911	0.0106117715107	0.0259531082418	0.0624613411443	0.0868065699757	0.0479952323372	0.000108099549264	0.0827082820093	0.0210497787673	0.000939757479919	0.0053252866796	0.0120643008842	0.00311808125414	0.0551027688943	0.534449013088
Arturo Frondizi	0.00604147365618	0.128612655346	0.0496013060307	4.11208105113e-05	0.00829511417592	0.0469818938217	0.0403233759202	0.0526103525206	0.000281054639062	0.0122601062355	0.29490630863	0.00185875111423	0.000331955779354	0.00239814161227	0.0331143837424	0.0297332187745	0.292608787191
Heath Ledger	3.32172256118e-05	0.000800356829827	0.0740221884241	3.47116902397e-05	0.000662039505329	0.0770447669414	0.157645384651	0.388097222777	0.0134370712896	0.0786286665071	0.0104593941368	4.97147622011e-05	0.000157298887951	0.00147989279977	0.0269560069728	7.13795931672e-05	0.170420687007
Cristóbal Colón	0.0153563009659	0.000943187804347	0.0217752634266	0.229767692438	0.0148589657095	0.0211116038397	0.126840073694	0.0418747640662	0.00278220802728	0.0219501162949	0.0254474021829	0.0436195484503	0.0532778401774	0.0202511733972	0.016117157246	0.00276949362927	0.341257208651
Tita Merello	0.00324060563992	0.000193505124435	0.00587729051947	4.5580991293e-05	8.90003161162e-05	0.0409676456887	0.0814149365975	0.252732740606	0.0447092896374	0.1737545191	0.0206265264968	0.000419384424799	3.53673276854e-05	6.90771324892e-05	0.000905635782099	0.000104042601157	0.374814852014
Catón el Viejo	0.0020862803024	0.0303371175319	0.00195386193346	8.47871627496e-05	0.0420327070646	0.00122672406315	0.0725443783776	0.000363813200539	0.000101528206369	0.038144101647	0.056650039536	0.011401833534	0.000109024591046	9.24630929723e-05	0.0191232544306	0.09741036221	0.626337723116
Hermanos Pinzón	0.00631967150942	0.000433231492044	0.0043802621117	0.296102658658	0.0163171685941	0.0206766128307	0.0787622979624	0.0483630154968	0.000116268740148	0.0344654882942	0.00904359142302	0.0291245154129	0.0737036394478	0.000193895511375	0.00888694201792	0.0255661963018	0.347544544196
Parménides de Elea	0.00867021440305	1.05475447371e-05	6.97934604503e-05	0.00914076151019	0.434103632606	0.000315664241937	0.105921933564	0.0031917084566	3.49457771484e-05	0.0429526163267	0.000871567691648	0.0263943058051	1.36949657453e-05	0.0481840513197	0.00674064400305	0.000328003738334	0.313055914586
Ludwig van Beethoven	0.00420090081314	0.00660301575353	0.00245780682482	6.68690528799e-06	0.00687192783565	0.000250782677305	0.0905825650681	0.0356909422325	0.331205462754	0.123398646728	0.00832009048019	0.00971268354085	0.0387980912836	0.0170109373445	0.02414022318	0.000654478716773	0.300094757862
Diego Velázquez	0.467145721	0.00236904671928	0.00735425198061	0.000756789507822	0.0151243952258	0.000136896657417	0.070769036518	0.00715597849328	0.00226457918628	0.0370009292821	0.000103401506546	0.0229586209314	0.0820068490666	0.000303567214037	0.0109096816249	0.0105849151055	0.263055339981
Gregorio Nacianceno	0.0049904593005	0.00022880742915	0.0169290820244	2.25115803982e-05	0.0807101366251	0.00055109600259	0.0847402288358	0.0109554028098	0.000166841989005	0.0423608036867	0.0110824522819	0.39286135548	0.000371298605654	0.000189046463201	0.0365794492967	0.0139427860317	0.303318241558
Hipócrates	0.0249028239534	0.000325641697593	0.0405552922237	6.35053638767e-05	0.0923951490083	0.009962782337	0.140615270099	0.0188607552714	0.000232468372885	0.119731022662	0.00100302352976	0.0219017538717	0.000203782571938	0.248243326604	0.0196524998406	0.000252519981424	0.261098382611
Arquímedes	0.0260423643972	5.7772488028e-05	0.0113803422859	0.019912799735	9.274429477e-05	0.0023817755493	0.105296243041	0.047715524706	0.000116636000918	0.0446491881154	0.00838632574007	0.000541446390297	7.04229065675e-05	0.356015390727	0.0318845836734	0.0362220365771	0.309234403372
Mário de Andrade	0.0495233009785	0.000125503332492	0.069673372169	0.0287283798625	0.0927269517164	0.000520081011678	0.266227026405	0.000598933251531	0.0830293722789	0.0556886275215	0.000674197816045	0.000684334511967	0.000581810565426	2.30974841238e-05	0.00444941399975	0.000225223974841	0.34652037312
Alcibíades	6.29263484233e-05	3.23558441941e-05	0.00160665404652	0.0304802059924	0.00431046011629	0.0360870752698	0.0489346190817	0.00324218557784	0.000447300896558	0.0164106654895	0.0340491826093	6.17182513594e-05	0.000126289711723	0.0177489363464	0.018898483962	0.166985438691	0.620515501765
Utagawa Hiroshige	0.442932701351	0.015171788812	0.00130405249628	0.0252798912109	0.0469762447472	7.24880249163e-05	0.0775338853157	0.0299871201982	0.0003068131036	0.0613428698484	0.000254737383894	0.00836124506888	0.0167273010215	0.000202750765012	0.0257038278346	0.00055616007686	0.247286122741
Nine Inch Nails	0.00729497348422	0.0101969418751	0.0560200388341	1.23984372827e-05	0.00168521769625	0.0207987846331	0.0845093712506	0.178539938525	0.381862859731	0.0118571427014	0.02863029245	4.14983358827e-05	0.000610169496368	0.00688400970317	0.0339790867814	5.76292955378e-05	0.17701964677
Admiral Graf Spee	9.30523195431e-05	0.00609113930888	0.00311962555924	0.19983124611	0.00319906076373	0.0342163067441	0.0172336235649	0.00412420678092	0.000186537585263	0.037028660795	0.0113788520463	4.2481862426e-05	0.00273173625494	0.000378348421394	0.0189756847244	0.364012656312	0.297356780847
Hipólito Bouchard	0.000577932981213	0.000542029938369	0.00379017696094	0.439631524975	6.26862518739e-05	0.0443385893533	0.0240011762198	0.00532581080957	9.50354852908e-05	0.00875999333933	0.000113629644974	9.63642646126e-05	0.000126796708815	0.000140174166837	0.0182753639197	0.252914821905	0.201207893076
René Goscinny	0.000271178962112	0.034951670868	0.0628150062131	0.00812273492471	9.80805296501e-05	0.000200870607162	0.207353219649	0.332442369014	0.00223422197296	0.106127216101	0.00268348744576	3.70757569512e-05	0.00014988342798	0.000621088886325	0.0315668580943	0.0041512377842	0.206173799763
Tesoro del Oxus	0.180257628951	0.000327593406301	0.0572630768806	0.106562960481	0.00160723831012	0.0159341025401	0.0382121634115	0.0198835067086	0.00306750124667	0.156036143134	0.00586030375709	0.00077964457211	0.00026444749213	0.00652497618488	0.0335611673195	0.0229335238046	0.350924021799
Ramon Llull	0.0164512416948	0.0003549345661	0.0273369094281	0.021641933168	0.221195987304	0.00118607343392	0.121039810956	0.000691999056775	0.000119094187853	0.0230526019188	0.000906418241293	0.197326401651	0.0410010472814	0.0446258556894	0.00252245986452	0.00416631043318	0.276380921124
Estela Giménez	0.00454459877456	4.96210238929e-05	0.0725925709503	0.000767175994411	4.97186761312e-05	0.00023349715252	0.000727240723151	0.311782571489	0.0244523630999	0.0130682325777	0.0617982880349	1.35290704972e-05	5.03638382382e-05	0.00992293036289	0.346367007117	0.000273448631688	0.153306842483
Nerón	0.00841528087771	0.00198979404472	0.000251154009335	2.90951110351e-05	0.0226417522449	0.039559153958	0.0444972320115	0.0140862540893	0.00103832476766	0.0627023009563	0.00545417068051	0.0337355195555	0.0289548427603	8.44344428187e-05	0.0227626427901	0.112640949993	0.601157097708
Lope de Vega	0.0108906169843	0.000160295740518	0.000553519565202	0.0102942491599	0.0352375172903	0.000219528638689	0.387208867813	0.0314453941632	0.0107549431582	0.103007957592	8.67436569964e-05	0.0636411272387	0.0889083834207	0.000133010863152	0.00101560645301	0.0131304307289	0.243311807533
Agustín Pedro Justo	0.000536421597285	0.132255982565	0.0226639375223	8.78646792108e-05	0.000120020218897	0.0315855457535	0.0116584973909	0.000997182602753	0.00019133637969	0.00180762484785	0.417071021402	0.000183007396207	0.00259731463569	0.0008101905815	0.0223395416635	0.117891761256	0.237202749508
Serguéi Koroliov	0.00211919266916	0.040277088884	0.0286611065128	1.97486471429e-05	0.000514084586243	0.0285503309983	0.00262943131756	0.0238902449219	0.00130929502868	0.134579466989	0.077060391575	0.000137072922056	0.00010208726954	0.0704001190316	0.0253806994259	0.364029102065	0.200340537156
Juan Montalvo	0.00252006240005	0.00621164730368	0.00380888709392	0.00983805322532	0.0583726942041	0.0196564526079	0.171320895376	0.000252309129599	0.00248216915894	0.153465008155	0.0741294488019	0.0712185356365	0.000283475629098	0.0189428007646	0.000887978874043	0.0387685927684	0.367840988871
Bartolomé Esteban Murillo	0.392793399977	0.0174190433969	0.000946188778801	0.00461564647871	0.0060926639937	0.000141617923126	0.0448263345385	0.00263304988566	0.00607864159285	0.1088226462	0.00154648695822	0.129789652326	0.0286920116174	0.000111284184227	0.00286149311852	0.000775516906759	0.251854322124
César Augusto	0.00864167783042	0.051609928814	0.00274041110315	0.000724251638358	0.0131495150213	0.0284806279193	0.0231305812881	0.0145683718285	5.05664509322e-05	0.013706891388	0.0673678497071	0.000317372463097	0.0362238976512	1.42956337945e-05	0.0199604447817	0.109332925654	0.609980390827
Isabel Bowes-Lyon	0.0156332609485	0.000163323058757	0.001832052119	0.00299428917276	0.000192455221121	0.0296208280586	0.000916769864792	0.0402797706229	0.00508823850576	0.372923540706	0.0604748063372	5.06650005867e-05	0.17522673702	4.65506019478e-05	0.000315816757614	0.0562681086886	0.237972787315
Cráter Silverpit	0.000304820840818	0.0168739619332	0.0014401565132	0.0506441433228	0.0111520768779	0.000151834676732	0.000417572015767	0.00982526963291	0.000683999281322	0.00366099970335	0.000376333919108	0.000103694135963	0.000100559169181	0.555488259252	0.0350355026998	0.0449969556627	0.268743860364
Ignacio de Antioquía	8.83823069643e-05	1.91125294262e-05	0.00108926148198	0.0245246811125	0.0656430269141	0.0142066209602	0.0430067013867	0.00217596465273	0.00236418390684	0.0290230793135	7.85437911713e-05	0.393862700017	3.89580199994e-05	9.90245272546e-05	0.0100394241987	0.000532702825713	0.413207632055
John Vanbrugh	0.261312505396	0.0662298055894	0.00027280183816	9.14221743422e-05	0.0107182965117	0.0222162553966	0.0564211492111	0.0744726560738	0.00052506138636	0.0492804075619	0.0186610647059	3.98629584805e-05	0.0809565983511	2.65044016649e-05	0.0124763542295	0.0350187943151	0.311280459899
Marqués de Sade	0.0126581149371	0.00013790402813	0.00047818974487	4.68816255378e-06	0.0825501222413	0.0807537068006	0.161105725503	0.0161885420295	7.72180603926e-05	0.162252996044	0.00673306365258	0.0242311230961	0.0600773880525	0.000161477796655	0.015661063511	0.0210658731331	0.355862803207
Jesús de Nazaret	0.0046642687805	2.50915093041e-05	0.000109476337223	6.03969286295e-05	0.137545953578	0.0314501993882	0.0448558758553	0.0145553561353	0.000313025873152	0.0416103256353	0.000404075134181	0.390246476115	0.00691421025544	0.000140318119811	0.00019269467661	0.00024325214197	0.326669003536
Uncle Tupelo	0.000245433966536	0.00742779347986	0.0275979614619	4.50500599563e-05	0.000298740744885	0.000481293255794	0.0425385368497	0.113297644637	0.561962452298	0.0512850751742	0.00534047685518	6.29000028341e-05	0.000228827580791	0.000608042640836	0.00545199606241	0.000249492828726	0.182878282102
Miguel Ángel	0.430368889766	7.17780858626e-05	0.00177278721727	6.46345629767e-05	0.0116083065975	0.0019921806606	0.0492985411757	0.00781027970859	0.00214212188344	0.0789872314487	0.00139122357071	0.107579563958	0.0170990931015	0.0136156004665	0.030563675073	0.0222222441491	0.223411848575
Guillén de Castro	0.00807019876922	0.00160934257101	0.00052495720233	0.000254337878782	0.0699073218912	0.00118686924057	0.337178969682	0.0414172180817	0.00681973417373	0.0735095031583	0.000152571322786	0.0318015617236	0.110411582539	0.000385762737752	0.000241930697694	0.0144235711979	0.302104567132
Richard Wagner	0.0202176079627	0.000210061964217	0.000138258117844	8.25234881222e-05	0.0774409811513	0.00843947961045	0.172604527335	0.0417562940833	0.23251928895	0.0609674238669	0.0630629836428	0.0132388508725	0.0236742976057	1.38878967237e-05	0.0100762475417	0.000187973923453	0.275369311987
Wolfgang Amadeus Mozart	0.0183193598881	0.0158836930017	0.00897604363972	0.000254210852632	0.00168125026173	0.000328736582321	0.0670967102432	0.00827432428328	0.347293394127	0.140027873649	0.00101872328454	0.0245618384273	0.0478017644461	0.00726426687057	0.0156275206713	0.000220925717035	0.295369364054
Ernesto Guevara	8.79484639796e-05	0.0241742625954	0.0135427758368	0.028294020894	0.0320333118673	0.0994962788029	0.0435785716564	0.0166807521467	0.00696101725232	0.121071686004	0.136092989956	0.00305094054928	1.51028152355e-05	0.000825790856673	0.0151582886813	0.135301587734	0.323634673887
Salvador Maciá	0.00401181053095	0.0931985043545	0.0587289225075	0.00274704102853	0.00581389492906	0.0180874192672	0.0296149476149	0.0290640043288	0.000485794450384	0.0115621682967	0.305711278373	0.00653047601089	0.0030657350467	0.00167917201396	0.0154587763837	0.0636698387324	0.35057021613
Andrés Manuel del Río	0.000557879725849	0.00295699536122	0.162859691252	0.0761920404957	0.00703117646891	0.00189197139081	0.0498456989721	0.00167108832103	0.0013099544611	0.00285681249813	0.0550067145062	0.00212341991034	0.0415831505557	0.290618014714	0.0117117269847	0.00153159721117	0.290252067171
Rubén Darío	0.0372007277995	0.00664012116372	0.00177794071414	0.0153784683957	0.0391944215418	0.000193071314161	0.374565928671	0.000756861302905	0.018072666074	0.112865009489	0.0185074603131	0.0216503633538	0.0242219717834	0.0013165975545	0.00513444163387	0.000709391949985	0.321814556945
Antínoo	0.244200578641	0.000295851705138	0.00305330732131	4.13425096488e-05	0.0365548527197	0.00750022781115	0.0848907748184	0.00895202545992	0.000275418246387	0.0666153527863	9.28108624714e-05	0.0417503378124	0.00421678959245	0.00525637949004	0.014015847711	0.000185049881451	0.482103052631
Juan de la Cosa	0.0169211282166	0.00113380475077	0.0294460872333	0.395417116042	0.000190867882799	0.0296512211472	0.0887681042391	0.0506988063144	0.000179588430155	0.0326607619718	0.0214708018189	0.0216085105556	0.0605982330377	0.000163553580901	0.00313278772009	0.0391552466257	0.208803380433
Juan de Austria	0.0119321319896	6.11186856841e-05	0.00184122861122	0.0600332075725	0.000666337813409	0.000212777945058	0.0476430565173	0.00395656982426	0.000371467008295	0.0379789548091	0.019980607878	0.0345211661721	0.232911525832	8.43358790543e-05	0.0211944507209	0.220562677346	0.306048385396
Ildefonso Cerdá	0.0972117801037	0.155509154141	0.0126205904746	0.000639732677448	0.0991903987525	0.000203430159763	0.035599898293	0.0161552933606	0.00144462256295	0.0130807714415	0.0930237429168	0.000389536783532	0.0270681699214	0.0530727240505	0.025333979959	0.0414977410689	0.327958433333
Andrónico I Comneno	0.000160349998845	0.00099805811728	0.000205663102904	0.00481171082293	8.39333069221e-05	0.0358723495566	0.00354217720719	0.000454429702191	0.000173861142614	0.137580424236	0.0221702849182	0.00911756968211	0.148403159908	3.06394760584e-05	0.01338678971	0.181162295606	0.441846303506
David Ben-Gurión	0.000628522541049	0.043719553854	0.0269791472373	0.0245512815971	0.0330017753252	0.000518274548583	0.014187118245	0.000522087964683	0.000137599347282	0.045254501451	0.401134582472	0.0213644868704	9.27934622898e-05	7.3139360118e-05	0.0370105277176	0.0593260430557	0.291498564951
Francisco de Zurbarán	0.31940937621	0.00597989306894	0.00142839396965	0.008240351607	0.0216663373337	0.000257914256764	0.0377711094957	0.000296356969435	8.84909218944e-05	0.162318466651	0.000296118686311	0.16875924212	0.0243391915851	0.00512260588715	0.018495435629	0.00153610670057	0.223994608907
Joaquín Sabina	0.00970809610463	0.000114589277817	0.000182258981394	7.11462026246e-05	0.0360261245485	0.0171922107843	0.154530540574	0.0551065870388	0.30971892084	0.139052152582	0.0421603904434	0.000781587261829	0.000363586015144	0.000186427919426	0.0200858150256	0.000156350726055	0.214563215674
Juan Fugl	0.0153543056974	0.0780559496411	0.0547863832509	0.0500884132661	0.000133782439002	0.00280671124878	0.0150937954067	0.00143224181485	0.000110804214821	0.334929329353	0.0624459065784	0.0352340459346	0.00568240949589	0.000412424743063	0.00898177509147	0.0362044052516	0.298247316572
Demóstenes	0.00398274567393	0.00603743196038	0.0317034054915	3.65767649045e-05	0.028685973387	0.0751147024717	0.0779057552648	0.0114097048505	0.00141902970169	0.0231589245425	0.0584130166482	0.000314016958895	6.73010512673e-05	0.00617879956355	0.0412068875141	0.0333420183261	0.601023709829
