ARTICLE_NAME	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Eric Brewer	0.000259151910777	0.00135510310168	0.00180889306881	4.68768973024e-05	0.000155495727056	0.00016591628469	0.000670952046311	0.0235640116451	0.00119730212243	0.0042880901076	0.000690244605874	6.99891586209e-05	0.000286601135116	6.32317053372e-05	0.939698292745	0.000106411951366	0.0255734357872
Adam Gilchrist	6.55935168011e-05	0.000104199332327	0.000530439785397	1.78882805672e-05	0.000179214351106	0.000835854482781	0.000196097613342	0.0847476556845	0.000390293604422	0.0556808851793	0.0240989404927	0.000919125569795	0.000309162329037	0.00022392428514	0.667626233095	0.00207851582799	0.16199597657
Mary Toft	0.00102009219481	0.00014259949205	0.00058794445767	0.00815897292223	0.00136744985962	0.186052062483	0.0954207074949	0.0827827237721	0.000356321733066	0.174312112503	0.00830517344958	0.000231075233131	0.0199307882812	0.0745761975263	0.000291811349013	0.000397442283334	0.346066524965
Richard Cordray	0.00016166002574	0.0558005854678	0.100166698477	4.40869774631e-05	0.00141009201567	0.0969637266425	0.000647433390352	0.0470610799477	0.000206879447267	0.00546086786257	0.535356514823	8.22373383417e-05	0.000220302877618	7.58820608432e-05	0.071246595501	0.000214974273409	0.0848803828711
Faryl Smith	9.4306216702e-05	0.000537660851123	0.0193828984273	3.27893997142e-05	0.000387206466748	0.000184889609004	0.00146725818917	0.30522215889	0.487206002218	0.017030754306	0.000438559760574	3.90965631404e-05	0.00105840300064	8.99106506642e-05	0.0801590771248	0.000293613533443	0.0863754147923
Ernest Hemingway	0.00153914803537	0.000217846201978	0.00106733953679	0.0112735942368	0.0305747289859	0.0179583591295	0.142404200358	0.130295994929	0.00524115259051	0.27550572499	0.0127883892929	1.83971326892e-05	3.92469395111e-05	0.00689134378693	0.0111758535276	0.0775174563365	0.27549122399
Dudley Clarke	0.000347938784639	0.0148493224899	0.0838155619378	8.20153749826e-05	0.00588167198813	0.0796974098171	0.0405681235858	0.040329682882	0.000364509840633	0.0231873707851	0.0109015569471	1.89817903856e-05	0.000126733312096	1.53257992548e-05	0.000903555626901	0.310377251829	0.388532987209
Howie Morenz	0.000111255852538	0.00327549812342	0.000822710118599	0.000823333634099	0.000128484249602	0.000268133684164	0.000429564680027	0.0996101613333	0.000919466403828	0.116576992255	0.000496252708186	3.2654976022e-05	0.000282998572748	4.26092676541e-05	0.717402839824	0.000488894623892	0.0582881496928
Stamata Revithi	0.00013894289939	0.000636970426502	0.0450005929547	9.69571376874e-05	0.000899173834198	0.0542003183532	0.00117117004369	0.152951134366	0.000310585103384	0.106620653103	0.00388227254656	0.00527057538215	0.00120644105129	9.46870790725e-05	0.254619152473	0.000508873859519	0.372391499386
Chester A. Arthur	0.00099121712988	0.0278354154043	0.0179958741942	0.000958588443128	0.00025221189382	0.0246621181535	0.000223995623073	0.00334426145646	0.000218682697222	0.116417019721	0.427452059955	0.0126012637305	0.000925321902975	2.28964418612e-05	0.000434108064187	0.0561751657496	0.309489799439
Ba Cut	0.00166481175092	0.0166946574231	0.000260347165782	0.000201903260085	0.000957583797034	0.0637827282132	0.000596664085003	0.0225742305719	0.000554756359443	0.0148071721929	0.281294890036	0.0140298221229	0.00419594733282	0.000245233147716	0.000305271299601	0.339324718806	0.238509262436
Colley Cibber	0.000542760146708	0.0252102604056	0.000214214185407	3.64748105647e-05	0.000652210574198	0.000826342752542	0.101067263645	0.193073233432	0.00302410910017	0.0924013492234	0.00910931601897	0.00129641399621	0.0379831494926	0.000105121091636	0.0202530726194	0.000584797923613	0.513619910581
E. Urner Goodman	0.00147107100813	0.0344936675507	0.39632595073	0.000456081145603	0.000424541850526	0.00432371295263	0.00899244636744	0.0303484592869	0.0264139340666	0.10170122935	0.0731468326856	0.0640639168933	9.62719917081e-05	0.000170868137072	0.000669274062235	0.044729151484	0.212172590438
Peter Jeffrey (RAAF officer)	0.000233215874346	0.0172793433219	0.0242370247171	0.00149394165218	0.00239589762944	0.000962125888556	0.000248915388802	0.00250876338177	0.000701143059207	0.0638759310603	0.0160381516757	0.00100174962612	0.000274666809745	4.2776506154e-05	0.00673870336816	0.673733776679	0.188233873362
Avery Brundage	0.0183659611121	0.051875533856	0.0533458688999	0.0087560483271	0.000341144207844	0.0187405117543	0.00212600746891	0.0840076012837	0.000963406178729	0.0462420386185	0.231725231775	0.000292136119715	0.00815571905258	8.03535121211e-06	0.141516192349	0.000990600672196	0.332547962973
Raymond Brownell	0.000162135117979	0.00540478788412	0.164526600324	0.00156099129785	0.0001975977409	0.00623603557393	0.00198759505662	0.00211289568638	0.000454866636157	0.0981246232598	0.013325912705	0.000234396239856	0.000381903387812	0.000321757904482	0.00065844740514	0.621410658863	0.0828987949172
Peter Jones (missionary)	0.0136630325277	0.024530966362	0.0678364090239	0.0750389631231	0.00057442347008	0.000313430831646	0.0123026945679	0.0303003624142	0.0519213466869	0.179814636089	0.0652463300873	0.146694023986	0.0194327002634	5.77725005258e-05	0.000931788807097	0.0392173243643	0.272123794895
Epaminondas	0.00136547829995	0.00650847081961	0.00670816973898	0.00292787951531	0.00257375493102	0.00109787006111	0.00826266449005	0.00482310885475	0.00171536248899	0.0320386021393	0.199873846995	0.00598301639297	0.0676689937196	0.00191851491486	0.00193240690296	0.244840121995	0.40976173774
William III of England	0.0028784493384	0.000215494135406	0.0148333518799	8.82720415647e-05	0.00066445326964	0.00572781405871	0.00689376016366	0.0188846513359	0.00111733641546	0.0162282011829	0.0979828356781	0.0147819770196	0.345300250761	4.21320862749e-05	0.000635136044401	0.117153234095	0.356572650494
Godsmack	6.64938414169e-05	0.0053318774484	0.000702189958039	4.64007341571e-05	0.00030939179289	0.000371531684708	0.00100963791563	0.184293674455	0.712503058258	0.000564944795046	0.0015642614022	0.000190203655295	5.91141214781e-05	2.80392920653e-05	0.000461119565005	0.0158947369402	0.0766033241406
