#article_name 	topic_name1,topic_prop1	topic_name2,topic_prop2...
Tool	music,0.6309255079006773	family life,0.11738148984198646	literature + other,0.06320541760722348	orchestra,0.04740406320541761	military,0.04401805869074492	film/tv,0.039503386004514675	politics,0.022573363431151242	sports,0.014672686230248307	church/royalty,0.012415349887133182	royalty,0.007900677200902935
Tōru_Takemitsu	orchestra,0.33189655172413796	family life,0.125	military,0.125	film/tv,0.08189655172413793	music,0.07758620689655173	literature + other,0.07327586206896551	politics,0.0603448275862069	royalty,0.04741379310344827	church/royalty,0.04310344827586207	sports,0.034482758620689655
Trevor_Linden	sports,0.8588574171867499	family life,0.04320691310609698	military,0.039846375420067214	film/tv,0.014882381180988958	orchestra,0.01056168987037926	politics,0.00816130580892943	music,0.00816130580892943	church/royalty,0.006240998559769563	royalty,0.00528084493518963	literature + other,0.004800768122899664
Turc_mécanique	film/tv,0.35894083033671137	family life,0.2474664923177509	military,0.14449166394246485	literature + other,0.07518796992481203	sports,0.05916966328865642	royalty,0.05099705786204642	music,0.019941157240928407	politics,0.017652827721477606	orchestra,0.017652827721477606	church/royalty,0.008499509643674403
U2	music,0.636698476477482	family life,0.141804788213628	military,0.09023941068139964	film/tv,0.04737987610915788	sports,0.028963669847647748	orchestra,0.019588146659969864	royalty,0.012389084212288633	literature + other,0.012221664155365812	politics,0.009040683073832245	church/royalty,0.0016742005692281935
Ulrich_Zwingli	literature + other,0.4483273596176822	military,0.1983273596176822	politics,0.11021505376344086	family life,0.10931899641577061	church/royalty,0.05884109916367981	royalty,0.038231780167264036	orchestra,0.023596176821983273	sports,0.006869772998805257	film/tv,0.0047789725209080045	music,0.0014934289127837516
Uncle_Tupelo	music,0.32894736842105265	church/royalty,0.09210526315789473	family life,0.07894736842105263	military,0.07894736842105263	film/tv,0.07894736842105263	orchestra,0.07894736842105263	sports,0.06578947368421052	literature + other,0.06578947368421052	politics,0.06578947368421052	royalty,0.06578947368421052
Uriel_Sebree	politics,0.16091954022988506	military,0.14942528735632185	family life,0.13793103448275862	sports,0.09195402298850575	orchestra,0.09195402298850575	literature + other,0.08045977011494253	royalty,0.08045977011494253	music,0.08045977011494253	film/tv,0.06896551724137931	church/royalty,0.05747126436781609
Urse_d'Abbetot	church/royalty,0.5521327014218009	family life,0.14218009478672985	military,0.09004739336492891	royalty,0.06398104265402843	literature + other,0.04265402843601896	orchestra,0.04265402843601896	politics,0.018957345971563982	sports,0.016587677725118485	film/tv,0.016587677725118485	music,0.014218009478672985
Victoria_de_Hesse-Darmstadt	royalty,0.6088082901554405	military,0.10103626943005181	politics,0.07772020725388601	family life,0.046632124352331605	literature + other,0.04404145077720207	church/royalty,0.03626943005181347	sports,0.02849740932642487	film/tv,0.02072538860103627	orchestra,0.018134715025906734	music,0.018134715025906734
Vidkun_Quisling	military,0.40674603174603174	family life,0.21626984126984128	politics,0.11706349206349206	royalty,0.10317460317460317	literature + other,0.037698412698412696	orchestra,0.02976190476190476	film/tv,0.025793650793650792	church/royalty,0.023809523809523808	music,0.021825396825396824	sports,0.017857142857142856
Virginia_Poe	film/tv,0.338494623655914	family life,0.24344086021505376	military,0.11096774193548387	royalty,0.11096774193548387	politics,0.10279569892473119	literature + other,0.05333333333333334	church/royalty,0.014623655913978495	orchestra,0.014193548387096775	sports,0.007311827956989247	music,0.003870967741935484
Vivien_Leigh	film/tv,0.5356862745098039	family life,0.10431372549019607	orchestra,0.09490196078431372	military,0.07294117647058823	politics,0.05803921568627451	royalty,0.05725490196078432	music,0.03607843137254902	literature + other,0.0196078431372549	sports,0.01411764705882353	church/royalty,0.007058823529411765
Wail_al-Shehri	military,0.1566265060240964	music,0.14457831325301204	orchestra,0.13253012048192772	church/royalty,0.10843373493975904	sports,0.0963855421686747	film/tv,0.0963855421686747	family life,0.07228915662650602	royalty,0.07228915662650602	literature + other,0.060240963855421686	politics,0.060240963855421686
Waisale_Serevi	sports,0.6887871853546911	family life,0.12585812356979406	military,0.06636155606407322	royalty,0.029748283752860413	music,0.02745995423340961	literature + other,0.017543859649122806	politics,0.014492753623188406	church/royalty,0.011441647597254004	film/tv,0.009916094584286803	orchestra,0.008390541571319604
Wallis_Simpson	royalty,0.41509433962264153	family life,0.1320754716981132	politics,0.11084905660377359	film/tv,0.07783018867924528	military,0.06839622641509434	literature + other,0.05188679245283019	orchestra,0.049528301886792456	music,0.03773584905660377	church/royalty,0.0330188679245283	sports,0.02358490566037736
Wally_Hammond	sports,0.2028985507246377	church/royalty,0.11594202898550725	orchestra,0.10144927536231885	music,0.10144927536231885	politics,0.08695652173913043	film/tv,0.08695652173913043	royalty,0.08695652173913043	family life,0.07246376811594203	literature + other,0.07246376811594203	military,0.07246376811594203
Walter_Model	military,0.6848101265822785	family life,0.09620253164556962	politics,0.06962025316455696	royalty,0.035443037974683546	sports,0.027848101265822784	orchestra,0.024050632911392405	church/royalty,0.0189873417721519	literature + other,0.016455696202531647	music,0.013924050632911392	film/tv,0.012658227848101266
Wayne_Gretzky	sports,0.8739364472998784	family life,0.044278520576488976	military,0.038201076575794406	film/tv,0.010071192915436707	politics,0.009897551658274006	music,0.0093766278867859	orchestra,0.004861955200555652	literature + other,0.003299183886091335	church/royalty,0.0031255426289286334	royalty,0.0029519013717659317
Werner_Mölders	military,0.6934487021013597	politics,0.09270704573547589	sports,0.069221260815822	family life,0.04326328800988875	royalty,0.027194066749072928	orchestra,0.021013597033374538	church/royalty,0.016069221260815822	music,0.016069221260815822	literature + other,0.013597033374536464	film/tv,0.007416563658838072
Wesley_Clark	politics,0.4283839930024054	military,0.3205773015525913	family life,0.09293680297397769	sports,0.03739339602011808	literature + other,0.036737371528537066	music,0.03170785042641592	film/tv,0.031270500765361905	orchestra,0.007872293898972229	church/royalty,0.0065602449158101905	royalty,0.0065602449158101905
Wiglaf_de_Mercie	church/royalty,0.7059736229635376	family life,0.1373157486423584	military,0.08456167571761056	sports,0.017843289371605897	royalty,0.015515903801396431	orchestra,0.013188518231186967	literature + other,0.008533747090768037	music,0.007757951900698216	politics,0.005430566330488751	film/tv,0.003878975950349108
Wihtred_de_Kent	church/royalty,0.6735159817351598	family life,0.09474885844748858	military,0.07876712328767123	royalty,0.05136986301369863	literature + other,0.0365296803652968	sports,0.01598173515981735	film/tv,0.014840182648401826	politics,0.012557077625570776	music,0.01141552511415525	orchestra,0.010273972602739725
Wilco	music,0.6773333333333333	military,0.05333333333333334	film/tv,0.05333333333333334	family life,0.050666666666666665	royalty,0.04533333333333334	literature + other,0.034666666666666665	sports,0.02666666666666667	politics,0.024	church/royalty,0.021333333333333333	orchestra,0.013333333333333334
Wilfred_Rhodes	sports,0.32142857142857145	church/royalty,0.11904761904761904	military,0.09523809523809523	music,0.08333333333333333	literature + other,0.07142857142857142	royalty,0.07142857142857142	family life,0.05952380952380952	politics,0.05952380952380952	film/tv,0.05952380952380952	orchestra,0.05952380952380952
Wilfrid_d'York	church/royalty,0.5	family life,0.18693693693693694	military,0.0990990990990991	royalty,0.06756756756756757	literature + other,0.0518018018018018	politics,0.02252252252252252	orchestra,0.02252252252252252	film/tv,0.018018018018018018	sports,0.015765765765765764	music,0.015765765765765764
William_Brill	military,0.6374309392265194	family life,0.13466850828729282	sports,0.0787292817679558	church/royalty,0.028314917127071824	film/tv,0.023480662983425413	royalty,0.023480662983425413	politics,0.021408839779005526	music,0.020718232044198894	orchestra,0.016574585635359115	literature + other,0.015193370165745856
William_Bruce_(architecte)	royalty,0.252	family life,0.168	orchestra,0.124	politics,0.096	military,0.096	literature + other,0.068	church/royalty,0.068	sports,0.052	film/tv,0.04	music,0.036
William_Burges	orchestra,0.14925373134328357	church/royalty,0.13432835820895522	royalty,0.11940298507462686	sports,0.08955223880597014	literature + other,0.08955223880597014	military,0.08955223880597014	film/tv,0.08955223880597014	music,0.08955223880597014	family life,0.07462686567164178	politics,0.07462686567164178
William_Butler_Yeats	film/tv,0.32803468208092484	family life,0.24132947976878613	orchestra,0.13872832369942195	literature + other,0.0953757225433526	music,0.04335260115606936	military,0.04190751445086705	royalty,0.04190751445086705	politics,0.03901734104046243	church/royalty,0.015895953757225433	sports,0.014450867052023121
William_Calcraft	family life,0.14084507042253522	orchestra,0.14084507042253522	royalty,0.1267605633802817	literature + other,0.11267605633802817	politics,0.09859154929577464	film/tv,0.08450704225352113	church/royalty,0.08450704225352113	sports,0.07042253521126761	military,0.07042253521126761	music,0.07042253521126761
William_Cooley_(colon)	military,0.13924050632911392	film/tv,0.13924050632911392	sports,0.11392405063291139	politics,0.11392405063291139	royalty,0.10126582278481013	literature + other,0.08860759493670886	church/royalty,0.08860759493670886	music,0.08860759493670886	family life,0.06329113924050633	orchestra,0.06329113924050633
William_Cragh	church/royalty,0.2097902097902098	orchestra,0.13986013986013987	family life,0.11888111888111888	film/tv,0.11888111888111888	military,0.11188811188811189	literature + other,0.08391608391608392	royalty,0.06993006993006994	politics,0.055944055944055944	music,0.04895104895104895	sports,0.04195804195804196
William_Gibson	film/tv,0.2909880564603692	music,0.20738327904451684	literature + other,0.1791530944625407	family life,0.13680781758957655	military,0.07057546145494029	sports,0.03474484256243214	politics,0.026058631921824105	royalty,0.026058631921824105	orchestra,0.01737242128121607	church/royalty,0.010857763300760043
William_Goebel	politics,0.2545454545454545	family life,0.13636363636363635	military,0.10909090909090909	church/royalty,0.1	sports,0.09090909090909091	royalty,0.09090909090909091	literature + other,0.05454545454545454	film/tv,0.05454545454545454	orchestra,0.05454545454545454	music,0.05454545454545454
William_Hanna	film/tv,0.489010989010989	music,0.14285714285714285	orchestra,0.08241758241758242	family life,0.06593406593406594	sports,0.04395604395604396	royalty,0.04395604395604396	church/royalty,0.038461538461538464	literature + other,0.03296703296703297	politics,0.03296703296703297	military,0.027472527472527472
William_Henry_Harrison	politics,0.6781895937277262	military,0.16999287241625088	family life,0.05844618674269423	literature + other,0.023521026372059873	film/tv,0.022451888809693513	church/royalty,0.012473271560940842	royalty,0.011404133998574484	sports,0.010334996436208126	music,0.008909479686386316	orchestra,0.0042765502494654314
William_Henry_Lane	orchestra,0.18702290076335878	family life,0.16412213740458015	politics,0.1183206106870229	military,0.09923664122137404	literature + other,0.09541984732824428	film/tv,0.08778625954198473	music,0.08396946564885496	sports,0.07633587786259542	church/royalty,0.04580152671755725	royalty,0.04198473282442748
William_Longchamp	church/royalty,0.41054313099041534	royalty,0.1869009584664537	politics,0.12619808306709265	family life,0.09424920127795527	military,0.09105431309904154	literature + other,0.027156549520766772	film/tv,0.027156549520766772	orchestra,0.012779552715654952	music,0.012779552715654952	sports,0.011182108626198083
William_McGregor	sports,0.39152371342078707	family life,0.20686175580222	military,0.14934409687184663	politics,0.10191725529767912	royalty,0.04339051463168517	church/royalty,0.030272452068617558	film/tv,0.024217961654894045	literature + other,0.01917255297679112	orchestra,0.01917255297679112	music,0.014127144298688193
William_McKinley	politics,0.6933475091130012	military,0.1629708383961118	family life,0.07001822600243013	literature + other,0.018226002430133656	sports,0.014125151883353584	royalty,0.013213851761846902	film/tv,0.01275820170109356	music,0.005771567436208992	church/royalty,0.00531591737545565	orchestra,0.00425273390036452
William_O'Connell_Bradley	politics,0.18032786885245902	family life,0.09836065573770492	sports,0.09836065573770492	literature + other,0.09836065573770492	film/tv,0.09836065573770492	music,0.09836065573770492	military,0.08196721311475409	church/royalty,0.08196721311475409	royalty,0.08196721311475409	orchestra,0.08196721311475409
William_S._Gilbert	film/tv,0.4295774647887324	music,0.14084507042253522	orchestra,0.11267605633802817	royalty,0.09154929577464789	sports,0.04929577464788732	family life,0.035211267605633804	literature + other,0.035211267605633804	politics,0.035211267605633804	military,0.035211267605633804	church/royalty,0.035211267605633804
William_Speirs_Bruce	family life,0.7291970802919708	military,0.10182481751824818	royalty,0.03868613138686131	politics,0.02335766423357664	sports,0.022992700729927006	film/tv,0.022992700729927006	literature + other,0.021532846715328468	orchestra,0.016423357664233577	church/royalty,0.014963503649635036	music,0.008029197080291971
William_T._Anderson	film/tv,0.18811881188118812	politics,0.1485148514851485	royalty,0.10891089108910891	literature + other,0.09900990099009901	family life,0.0891089108910891	sports,0.0891089108910891	military,0.07920792079207921	orchestra,0.06930693069306931	music,0.06930693069306931	church/royalty,0.0594059405940594
William_Walton	orchestra,0.49395973154362416	family life,0.11140939597315436	film/tv,0.1087248322147651	music,0.08053691275167785	royalty,0.06577181208053691	literature + other,0.04563758389261745	politics,0.0348993288590604	military,0.026845637583892617	sports,0.016107382550335572	church/royalty,0.016107382550335572
William_Wilberforce	politics,0.45558672276764844	military,0.1327723235156615	family life,0.1131369798971482	literature + other,0.1077606358111267	royalty,0.10448807854137447	film/tv,0.03880317905563347	church/royalty,0.020102851799906497	music,0.011220196353436185	orchestra,0.009350163627863487	sports,0.006778868630201029
Winfield_Scott_Hancock	politics,0.579064587973274	military,0.24543429844097994	family life,0.05033407572383074	film/tv,0.04543429844097996	sports,0.01826280623608018	literature + other,0.016035634743875277	music,0.015590200445434299	church/royalty,0.013363028953229399	orchestra,0.009799554565701559	royalty,0.0066815144766146995
Wintjiya_Napaltjarri	family life,0.5267015706806283	literature + other,0.1162303664921466	film/tv,0.07643979057591622	orchestra,0.07643979057591622	royalty,0.05654450261780105	military,0.050261780104712044	sports,0.03664921465968586	music,0.027225130890052355	church/royalty,0.019895287958115182	politics,0.013612565445026177
Witold_Lutosławski	orchestra,0.5870206489675516	military,0.07669616519174041	politics,0.06489675516224189	royalty,0.06489675516224189	family life,0.05014749262536873	music,0.038348082595870206	literature + other,0.032448377581120944	film/tv,0.032448377581120944	sports,0.02654867256637168	church/royalty,0.02654867256637168
Witold_Pilecki	military,0.6072961373390557	politics,0.12660944206008584	family life,0.11373390557939914	orchestra,0.034334763948497854	sports,0.030042918454935622	literature + other,0.02575107296137339	church/royalty,0.019313304721030045	film/tv,0.017167381974248927	royalty,0.012875536480686695	music,0.012875536480686695
Woodes_Rogers	royalty,0.1574074074074074	military,0.1388888888888889	sports,0.10185185185185185	politics,0.10185185185185185	film/tv,0.10185185185185185	church/royalty,0.10185185185185185	family life,0.09259259259259259	literature + other,0.09259259259259259	orchestra,0.05555555555555555	music,0.05555555555555555
Wulfhere_de_Mercie	church/royalty,0.8016483516483517	family life,0.054945054945054944	politics,0.03901098901098901	military,0.03901098901098901	royalty,0.026923076923076925	literature + other,0.013186813186813187	music,0.007692307692307693	sports,0.007142857142857143	film/tv,0.005494505494505495	orchestra,0.004945054945054945
Yagan_(Australie)	military,0.15384615384615385	royalty,0.11538461538461539	orchestra,0.11538461538461539	politics,0.1076923076923077	church/royalty,0.1076923076923077	sports,0.09230769230769231	family life,0.08461538461538462	film/tv,0.07692307692307693	music,0.07692307692307693	literature + other,0.06923076923076923
Zelda_Fitzgerald	family life,0.3377847604084839	film/tv,0.3150039277297722	literature + other,0.0636292223095051	military,0.06284367635506677	politics,0.05106048703849175	music,0.05027494108405342	royalty,0.04477611940298507	orchestra,0.04399057344854674	sports,0.015710919088766692	church/royalty,0.014925373134328358
Ælle_de_Sussex	church/royalty,0.5084745762711864	family life,0.2324455205811138	military,0.10653753026634383	literature + other,0.029055690072639227	music,0.029055690072639227	sports,0.024213075060532687	politics,0.024213075060532687	orchestra,0.01937046004842615	film/tv,0.014527845036319613	royalty,0.012106537530266344
Æneas_Mackintosh	family life,0.715625	military,0.15104166666666666	sports,0.03854166666666667	film/tv,0.017708333333333333	music,0.0171875	royalty,0.016666666666666666	literature + other,0.013541666666666667	church/royalty,0.011979166666666667	politics,0.009895833333333333	orchestra,0.0078125
Æthelbald_de_Mercie	church/royalty,0.7556732223903178	family life,0.0832072617246596	politics,0.0453857791225416	military,0.04311649016641452	literature + other,0.02798789712556732	royalty,0.012859304084720122	music,0.012102874432677761	sports,0.007564296520423601	orchestra,0.007564296520423601	film/tv,0.0045385779122541605
Æthelberht_de_Kent	church/royalty,0.5952380952380952	family life,0.1164021164021164	military,0.09788359788359788	literature + other,0.042328042328042326	royalty,0.037037037037037035	sports,0.026455026455026454	politics,0.026455026455026454	film/tv,0.023809523809523808	orchestra,0.021164021164021163	music,0.013227513227513227
Æthelred_Ier_de_Mercie	church/royalty,0.5333333333333333	military,0.07407407407407407	family life,0.06666666666666667	royalty,0.05925925925925926	orchestra,0.05925925925925926	sports,0.044444444444444446	literature + other,0.044444444444444446	film/tv,0.044444444444444446	politics,0.037037037037037035	music,0.037037037037037035
