	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Blair Wark	0.000339266085429	0.00616627566949667	0.0793785956925667	0.0578311180364333	0.000243359622162333	0.000598843183507667	0.00175621539589	0.00145646852283867	0.000413064768922	0.15525671983	0.00548907998759333	0.0001571446926321	0.00167784836526733	0.00338609442227467	0.000799954052165333	0.610437869433667	0.0746120822394333
Bob Dylan	0.0264870087287	0.00115655177607	0.00126235287559467	0.000278735369241607	0.020220151877797	0.00703301711214	0.070293285669	0.107309956857767	0.439031952987	0.0299460125083	0.005741489115946	0.012352655908	0.000132304832930933	0.00101663948487633	0.000192136912523667	0.00206653896750433	0.275479209017
Bob Marshall (wilderness activist)	0.001361959706688	0.0531266082755333	0.178800979020333	0.167333840310333	0.0668368164178	0.00169874783899167	0.0318935057981333	0.0100631592164563	0.000297459347865	0.151375159526667	0.0882874484417333	0.0001118623490427	0.00139642703463033	0.046309916123951	0.00278559828871	0.0130249456306833	0.185295566672667
Bob McEwen	0.000308702886407067	0.0602246781470667	0.0132035069265667	0.00766707736528267	0.00120826241454567	0.0440316742363333	0.000869045605551333	0.0636437239458	0.000260613683034333	0.0271200012665	0.446670074680667	9.79607459182e-05	0.00761198171465567	0.00550586149114167	0.0565609508034	0.00457630467309367	0.260439579414333
Bobby Eaton	0.000256187985908033	0.000758147906584	0.001162278781919	0.000430278736800833	0.0001107609496382	0.001686390438362	0.00345603635484667	0.0330661598155267	0.000921081278553333	0.0543955706532	0.00474348806004667	6.81637306296667e-05	0.000318270956289833	0.0003123606381103	0.735583177785	0.000189810283997667	0.162541835644333
Bradley Joseph	0.00232066159925533	0.0284595164712667	0.00333444173382333	0.000343327443427233	0.0384049236303	0.00106999675827533	0.010619264136699	0.06999166777798	0.546825267760667	0.001713694881392	0.000351485766893333	0.0001879480819587	0.000188697864377333	0.0144195428668769	0.000249413625853333	0.000146713052118767	0.281373436549
Brian Booth	0.001743023455075	0.000270319311770667	0.0128847404950167	0.0119942827484833	0.00910581158703667	0.000884873363264667	0.00524492638241533	0.0276730009032873	0.00325682207683333	0.0757350244306333	0.0285538609913667	0.0159201762776	0.00114201801122	9.63502589885333e-05	0.569379957862333	0.000343540365536	0.235771271479333
Brian Eaton	0.000118179698868967	0.0125408694810367	0.02100260361255	0.081670346449724	0.001750315978018	0.000303695392237667	0.000439150473593667	0.00480662442656633	0.00246619147204667	0.0572540993781333	0.00937843891722	0.000585783678498933	0.00175733225856267	0.0235525846699298	0.0167464798999867	0.536910213626667	0.228717090586
Brian Horrocks	0.00432447330334333	0.00170851267263	0.0466421085979	0.015511992971956	0.000664939832509333	0.004211397320753	0.00168828743857967	0.0373154799925667	0.000919872614911667	0.0116381444410733	0.003613003561494	0.000141761372187467	0.00704783290566	0.0011627388263406	0.0238549784263667	0.530030558012333	0.309523917709333
Bronwyn Bancroft	0.311727909657667	0.0345827882833	0.254440684321333	0.0292327700473	0.00341451732959333	0.0100324264233933	0.118413248080667	0.0660288321334667	0.000799810605690333	0.0534746598674667	0.01682072880961	0.000153408692527333	0.0234645793659	0.000855160523688133	0.00205283207087	0.000321777506359	0.0741838662812667
Bronwyn Oliver	0.395878741854	0.0227100648743333	0.0671093851368667	0.00055525919818	0.0376894727608333	0.002935147385131	0.0270550511674667	0.0395383602249333	0.00290900866005	0.0806159435523333	0.000962883949019333	0.000173263511589367	0.000605256804392	0.0298849809167333	0.0304540357240667	0.000208029565000333	0.260715114715333
Bruce Kingsbury	0.000515738078676867	0.0134065001605667	0.01330205356082	0.0479675767852333	0.000470096557956333	0.00245630281886433	0.00206697662332667	0.0151294171959133	0.00389423519229667	0.153782798059	0.00297902607538767	0.000149366216722667	0.00941831335542233	0.0034131362916435	0.0192473530944167	0.546420329723	0.165380780211
Brunette Coleman	0.000747547344241667	0.000178714677927333	0.00153718952767667	0.00367535793229867	0.0671371550670667	0.023689396548	0.344384887662333	0.0492585947421667	0.00149116336789833	0.0726502322205667	0.000775936144036333	0.00204657252942167	0.000892311955809	0.000238379611942333	0.00670848510181333	0.00834394186674667	0.416244133700333
Bryan Gunn	0.000208304005163333	0.0188489346808	0.0536982755573	0.00383019614185667	0.000750021532752	0.000303849925846333	0.000565251202040667	0.082476562514	0.000146731493447367	0.0831852276424667	0.00500378921855867	5.56872926881e-05	0.0006947591553	0.00995629706350267	0.470325832242667	0.0095779698152	0.260372310516667
C. D. Howe	2.63282611517333e-05	0.110971242653	0.0352224575600333	0.018476073654066	0.000118972536329167	0.0001901220037563	0.000265995585103333	0.0160335547324267	8.69369977437e-05	0.0513951588557	0.281170367387333	8.60388230832e-05	0.00466476284663	0.0374596653523199	0.000534983968700333	0.0373102666453	0.405987072137667
C. R. M. F. Cruttwell	0.00646696656226333	0.000241107894276667	0.209539848110333	0.002222576626111	0.0208352424317733	0.0321282713756	0.132713897183667	0.01385684401078	0.000345138866851333	0.0947532012038333	0.0893805607136	8.63505343233333e-05	0.000638230358656	0.0008617501103	0.00379532879864333	0.0363515210105333	0.355783164208333
Ceawlin of Wessex	0.0001365056380761	0.000183763956614	0.001060746507101	0.000354948531856	0.0206685824512333	0.000124146273484333	0.0128546752899233	0.000704336497568	0.000228905196536333	0.00116755068944733	0.000640871223379667	5.99884807208667e-05	0.185870278610533	0.000394009374506333	0.0175541480388667	0.0334343874155383	0.724562155824333
Cedric Howell	0.000561301751820667	0.000597555331167333	0.00974239608143	0.147345688461621	0.000243766535837333	0.000423666267623333	0.000478974300890667	0.00174809095968667	0.000985971157743667	0.0909699960613666	0.00241410989378533	0.0130520453070667	0.00108996591129867	0.0122639595994304	0.02829370042618	0.554615353095333	0.135173458857333
Charles Atangana	0.000980901349595	0.0387754089221	0.0173407290950467	0.0493580990238733	0.000808724255302333	0.0193165349434	0.00973864874844667	0.00135000402634167	0.00865956915319667	0.1090961591566	0.164395340706333	0.00425108006245	0.124855591393067	0.0039544232343398	0.000193685928451333	0.0680374656643367	0.378887634336667
Charles Carroll the Settler	0.0002226280463342	0.0630291476919667	0.01204056396491	0.061325359494623	0.00212079574943733	0.000960859834254667	0.00118665179453167	0.000863316337926667	0.000223785273696	0.108961734162233	0.269257408080333	0.0246779840356	0.239192566768667	0.0015110790800747	0.000431625513751667	0.010768593849364	0.203225900321333
Charles Eaton (RAAF officer)	0.000744401030215667	0.000518560396181333	0.0329225066451333	0.166948557047333	0.000686372282796333	0.00861553570320667	0.000324904715402667	0.01041233675386	0.00121265733474467	0.0306299880461	0.0489783002737333	0.0144986085230333	0.00120414755611633	0.0257994650953407	0.00141314196226567	0.449956095061	0.205134421573333
Charles Edward Magoon	0.00179828195332733	0.0162478222498867	0.0614775742065	0.0378033343883333	0.0295048594846	0.0548079991741	0.0309727185541333	0.00381281551754333	0.0056060782111	0.0100282649327133	0.3590943333	8.61815215927e-05	0.0207420935338673	0.0114730900621303	0.000385999773679	0.03100849746195	0.325150055674333
Charles Holden	0.417251939804667	0.106643344579	0.0365051962074667	0.0198931254611754	0.00213391735654867	0.000266028487388333	0.01134183886003	0.000917895808959	0.00470696358472	0.0853358981759667	0.0268227312670667	0.001446409260207	0.00125564278784367	0.055483538663763	0.00433966712677333	0.0291912986092667	0.196464563959333
Charles Scott (governor)	6.93547697431333e-05	0.000484561570818333	0.000902260779242	0.0752484415244667	8.25851228570667e-05	0.00750967060829667	0.000136665508283667	0.00595005264474833	0.0001515198826086	0.0717832944219	0.141625466491667	6.88541700979333e-05	0.06422644214879	0.0001110270044259	0.0001744300625827	0.391723001856	0.239752371433333
Charles Stewart (Canadian politician)	0.000500135209310667	0.0481433387983	0.000856698198456	0.008984993682056	0.001175180716557	0.00361636077589333	0.000561056384516	0.00177568368937	0.0001655163415646	0.0733826053159	0.516292917358667	8.67353349418e-05	0.00799001087241533	0.00394755169629333	0.00134993795206867	0.0203240479691157	0.310847229704667
Charlie Macartney	0.00277933010060133	0.000939516862687	0.000555424270047	0.00581732273708	0.00266653977024967	0.000169302078826767	0.003832272354407	0.01352269589017	0.00451089186208667	0.161427704344333	0.00283533919158167	0.0002367489169158	0.000211122793461333	0.0002087166585493	0.561532108486667	0.0213144327039333	0.217440530978667
Charlotte Stuart, Duchess of Albany	0.00176435260591	0.000992202290243333	0.00621444868018	0.000622074938054667	0.00483737898398	0.0421896636191667	0.0210713317708	0.00113084073359767	0.000505615126829	0.26719444936	0.000823916439464	0.0005231679089455	0.296391435824667	0.00270908088078667	0.000682510569204	0.00515536955892333	0.347192160709333
Chester A. Arthur	0.000944569606763	0.0291843145003	0.01312632289294	0.013251604896976	0.000234591811055	0.0291873688839	0.000191296269698667	0.00160475880500967	0.000207550511624667	0.118090597486667	0.421361524516667	0.00814432224642333	0.0158799872756917	0.00428723719171127	0.000362116924396	0.0334191676893667	0.310522668491
Choe Bu	0.00516842954732333	0.0324262732080333	0.0189073649640333	0.259823403439667	0.0216213396955667	0.0311360444566	0.0466165905223	0.0173168419948167	0.000204982522814233	0.00430065935640333	0.0330039564251333	0.01043160270134	0.0440185177034333	0.0105150458403057	0.000907288324833667	0.0656689880743667	0.397932671223333
Christopher Smart's asylum confinement	8.55959619677333e-05	0.000310914929520667	0.000401696111015667	0.000101022790351467	0.138712715174	0.0939663758022333	0.151939784807333	0.00981817058092067	0.000285251641184	0.0559571234552667	0.00998678182695333	0.0393933921766333	0.00081789098165	0.0168950104037333	0.000266191785116667	0.000693877282380667	0.480368204289667
Clarence 13X	0.000299445193874	0.000143596011369667	0.0662922673404	0.000134830608251333	0.0876449337308	0.221994077360333	0.00231583460293	0.0260402841668993	0.000204737878735	0.111413250355433	0.114157784972333	0.117487459587333	0.000780181666215333	0.000155794882513533	0.000289573553131	0.004036723366253	0.246609224723
Clem Hill	0.00399388426560333	0.000428799307752667	0.00295614002327667	0.000944808871207333	9.92342304147e-05	0.00831582310691333	0.00372392977258667	0.0229674744857443	0.000887870118396	0.124737757395333	0.0187699357582667	0.000294752770046467	0.000972271513879	0.0002361256280935	0.531566466309667	0.00294164435415133	0.276163082089
Coenwulf of Mercia	0.01142817445135	0.0122538894370333	0.000369718309065333	7.68559787518e-05	0.000283270299632333	0.000116128349486633	0.00155437476848	0.00138342356174333	0.000212551030777333	0.00385966625986	0.0043578807894	0.0921036567037333	0.443428927869	0.0004972134073565	0.000302863934446667	0.011751391753556	0.416020013096333
Colin Hannah	0.0201667501111333	0.00117699229911333	0.0497120979964333	0.032127348991098	0.00509794739145433	0.00551663208010667	0.000752468389659667	0.00887408770856333	0.00386536010193333	0.0368174872581	0.163303818533667	0.000197292293922333	0.0243599366470667	0.000746666981473133	0.00152724343419667	0.375277364086	0.270480505696
Colley Cibber	0.003835837228556	0.0171761582395667	0.000515581382685	3.61008253563667e-05	0.011023363059466	0.00452227680301733	0.168655694985333	0.169698610229	0.00263492417181	0.0546372762728	0.00908415673899067	0.0014240369335	0.0488339975718	0.007337289825859	0.0221660515703333	0.000520637928523333	0.477898006233
Cosima Wagner	0.00842090884313	0.000430593935296667	0.00836512245465333	6.27394269647333e-05	0.0408101386399	0.000480827396881	0.02870377555013	0.013275085524	0.123214256120667	0.181515877630667	0.0291686285543	0.023232002232	0.0833111101137333	0.000171678412958133	0.000243820212292	0.000112167771345167	0.458481267180667
Cosmo Gordon Lang	0.000565360784664	0.00728454368381667	0.0614657788560333	0.000132490845575	0.0193820475172	0.00198873591397133	0.0163603472781	0.007758648752916	0.000313521526947667	0.0466741833568	0.169587879726333	0.174473545367	0.0478021330423333	0.0003073618203566	0.00205456018532	0.0013800220977	0.442468839245
Cynna Kydd	0.000187243692623	0.00535433995714333	0.0200585090024667	0.000145527143187333	0.000456098094488667	0.000400224273464333	0.000367469284350333	0.00586248405198	0.00105706645532033	0.0589517630259	0.0133488325529333	0.000139425372986467	0.000617568060778333	0.000393577591771867	0.687750673223333	0.000258091109645	0.204651107107333
Daisy Jugadai Napaltjarri	0.405178792799	0.00761769146039333	0.139539088736333	0.0143825741931157	0.0853677977632	0.000757449344137333	0.00394776520178	0.023494909481	0.000672491190272333	0.122651538673667	0.0212973051714567	0.00215487335873333	0.00926409278294	0.0142525608601603	0.00114651813353367	0.000685824981563333	0.147588725868667
Damageplan	0.000215839811882	0.00101167409333067	0.00228355138771333	0.000160971366187	0.00861113933993667	0.191311895358667	0.000705220125805333	0.07044290636595	0.444286717181667	0.00313110751568	0.000596314160865667	0.000314579476241	0.003610100112217	0.000709328844162667	0.000615077127185	0.0151601551318867	0.256833422600667
Danie Mellor	0.364329860124667	0.000257970160164667	0.134479765927333	0.0354472299853167	0.153910369577667	0.00383048925993	0.00872124756161	0.0873779642096667	0.000594120544623667	0.0129070989187667	0.00186231997445333	0.00208910897398867	0.000988349292423333	0.0178411537182403	0.00900185212370333	0.001053906898609	0.165307192749
Daniel Lambert	0.0408795437817333	0.0143359015384667	0.000348940466152333	0.01446338605702	0.0001213609804449	0.0290725703468	0.0118376986192	0.0623754780458367	0.000812159730981	0.278031695694667	0.000836587916573667	0.000439305842891333	0.00295014942801	0.0316715031563	0.0167845839078667	0.000467241160814967	0.494571893326
Daniel Sedin	0.000205593592645	0.00356892217450667	0.0110344805840033	0.000211629109105333	0.00228560910172267	0.000185144497605667	0.00023812546163	0.0176261543658333	0.00173217354950267	0.0103711381170367	0.000177311697409233	8.14488159204e-05	0.000297931864827333	0.00619265638559667	0.905646969797667	0.000395226664930333	0.03974948422
David Evans (RAAF officer)	0.000205432756186333	0.0211162611345667	0.0919661575547	0.072841046849322	0.0239715219118333	0.000322183508277333	0.00188059972055533	0.00197830677172	0.000773241457265667	0.0292926334763	0.0988362550890333	0.000560671514096	0.001289659410247	0.0337580296939833	0.00511352737682	0.406142605864667	0.20995186591
David Lewis (politician)	0.0003707438064122	0.00915476317874	0.0249365576255	0.000191367522360067	0.0371081454275	0.00170584251112933	0.0113055790943533	0.01413504983525	0.000413788122787333	0.0826243853807333	0.521021026205667	0.00184427940396583	0.00950214092397333	0.000165506956401867	0.0104964185761	0.00782789696616	0.267196508463
Debora Green	7.16405510915333e-05	0.00454565692054667	0.00868234445088333	0.0006855771290426	0.0132857273365	0.332107107375	0.000342292793027	0.0704043081817	0.000290556218888333	0.220604257899333	0.000376165289049	3.37479667469667e-05	0.000160187485912433	0.0523356245392667	0.00989003996810334	0.00629658573398667	0.279888180161
Derek Jeter	0.00128130743926	0.00860644708979667	0.0194798338342333	9.63574315707667e-05	0.00865390383352667	0.0003938218236013	0.000357701189585333	0.0738652508994333	0.000158857936979667	0.00510552162921667	0.00994492641807667	2.82937621555e-05	0.000432658118164	0.001321345486597	0.751656262302333	0.000306359104908333	0.118311151700567
Doc Adams	0.000129989568683533	0.0230904063663	0.0913060592294	9.91930267463667e-05	0.000855238214053333	0.000294480640434	0.00228700389168733	0.005117570927697	0.000375176504915	0.0448778792217667	0.156157553474667	0.000191220603888967	0.001033383440517	0.0218182425953633	0.436010184868667	0.000188896921622	0.216167520503667
Dominik Hašek	0.000128582248923433	0.000158615836010667	0.0142953487429667	0.000254240038711333	0.000263437396345667	0.0368092299319333	0.00325732253569	0.0489300568124667	0.00115879669357067	0.00166501859789333	0.000582215431275333	0.0001046349239492	0.00197475699170667	0.000193533499676667	0.765912393544	0.00102410359656133	0.123287713178
Don Dunstan	0.0175009667217333	0.0629659717615	0.0203880672535333	0.00562915146481333	0.0181018503815333	0.0370743196638667	0.000986638677357667	0.0346964878156	0.000344670700591	0.068883288588	0.427597669775333	0.000503485341770067	0.002125213656992	0.00497571367242633	0.00136069887829733	0.0005272891127017	0.296338516534
Don Tallon	0.00113153656065633	0.000487185642724333	0.000594209271993667	0.00456347456265667	0.000110978672388367	0.001009625035879	0.000423087903129667	0.0216617706922	0.00323335283465333	0.0916118040206333	0.0131358473604333	4.98888648156333e-05	0.000240245802136333	0.00636755306813537	0.610191416070333	0.0186309061330933	0.226557117504
Donald Bradman	0.000223004851194433	0.0120413496163	0.00486463462457	0.00185620475654987	0.00872824044165	0.00143492285549667	0.0115582434144333	0.0427468459169333	0.00350250521574667	0.143870452782	0.0263087242489	0.000246046346588	0.000483834677859	0.003381406436897	0.403012249451333	0.00674661371671667	0.328994720646333
Donald Bradman with the Australian cricket team in England in 1948	0.000119730016549033	0.000238460276620667	0.000191306641434	0.007886678653934	0.00384416715418	0.000755093872580333	0.000162407738609433	0.0438205919296933	0.003592771626524	0.0617454581456667	0.001771854959641	5.89532080468e-05	0.00273490598116973	0.001397998619946	0.504443020022333	0.0259968019769333	0.341239799176333
Donnchadh, Earl of Carrick	0.000368384043596	0.00104659752700367	0.00615185673397	0.012046322071198	0.00889495046599333	0.000723279138578333	0.00464980400574333	0.000615785824122	0.00162062638806333	0.00564871598793	0.00543240453699	0.0307264769410667	0.461013631696333	0.000595389174639333	0.00128058023665	0.0288153109451247	0.430369884283
Doug Ring with the Australian cricket team in England in 1948	0.000191312995784233	0.00230846282963333	0.000456870354609333	0.000232887598562	0.000181467727964333	0.000184908712742667	0.000169106758196	0.02668915808954	0.0204728432832333	0.0922317320571334	0.00335809683562	6.8698991563e-05	0.0007448862802796	0.000185628269580567	0.607964406294	0.00442423414644667	0.240135298775
Douglas Jardine	8.73872442368e-05	8.42210120227e-05	0.00447729220669533	4.83316468303667e-05	0.00978730695328	0.00125935276062467	0.00764828173433667	0.02697818990019	0.00155344062416967	0.104909339545667	0.00755882480245333	0.000138372548121267	0.00161862381947333	5.72768805838333e-05	0.389673835715333	0.01407714113879	0.430042781467333
Du Fu	0.0112729721385867	0.00218726641971	0.00127680138749267	0.000118059901696267	0.0722733369557	0.000363813483124333	0.283081864648667	0.00155962679060233	0.00181183796693333	0.085564902574	0.021348402855	0.0001147185674257	0.0658064878906333	0.000233442173260333	0.000172861914237333	0.0113964041989993	0.441417200134333
Dudley Clarke	0.000476286163049	0.0155553294442333	0.0695355390656667	0.0117696782542609	0.0172145460656433	0.0599036277484333	0.0486513390603667	0.0265326813233667	0.000275425645708667	0.0304161322238333	0.0140864168676807	0.000157796312752933	0.000312572668818333	0.0043043783124168	0.00131194899325033	0.325582755013333	0.373913546837
E. Urner Goodman	0.000984667946834667	0.0252034099647667	0.347446775133667	0.00281693416560433	0.00168890902292967	0.00167529252443633	0.03168261719448	0.0456447194473667	0.0279933134818333	0.101643881212167	0.0815141814097333	0.0668659631353333	0.0003689223875737	0.000622707185590333	0.000958146972485	0.0557237459506333	0.207165812864667
Eadbald of Kent	0.000492188532541667	0.00697027709424	0.000670350182704	0.00303979695271123	0.000525822226878	0.000445215148025667	0.002648570033992	0.00171720474371333	0.000312692394473667	0.00197073057150667	0.00293358180773967	0.13323948021	0.285816945855333	0.0004797319072612	0.000309269842075667	0.000223006588096133	0.558205135909
Eardwulf of Northumbria	0.00722205669731667	0.000290593928196	0.000721511663186667	0.000270873452834333	0.00350417525573333	0.00158491695077167	0.000461202575844333	0.000645944302346	0.000194342840306333	0.00141759750507633	0.00129492488222667	0.0594064063704667	0.439992764461	0.00128992933063633	0.000621998392552333	0.0133887063424463	0.467692055049333
Early life and military career of John McCain	9.66167801541e-05	0.003332034818613	0.0389261834607333	0.0492658219058088	0.00939150062385333	0.0439770209929667	0.000338227399128	0.0592266740243667	0.00136425842641667	0.159212303413667	0.0392993173358	9.18871168164e-05	0.00412200923074333	0.0108615158072223	0.0287677530891667	0.240273913177667	0.311452962397333
Early life of Joseph Smith	0.01700292076232	0.003019931815	0.000709701865306667	0.0519021148246567	0.00126791597105433	0.0571232120514333	0.00248780602065667	0.0321250740874473	0.000198304854367	0.209679806007	0.000829552242454	0.114876281789	0.00207689738242667	0.0135124833211933	0.00152282237216133	0.000155165158509733	0.491510009475
Early life of Keith Miller	0.00150583638708467	0.00318430625549	0.0646956742716333	0.000939419158502067	0.00206560689071667	0.00156465057575	0.001540937028778	0.0102125981308253	0.00593778796878667	0.161627793822333	0.00829619333612333	4.33403669949667e-05	0.00590000119272667	0.00460108654598567	0.479622249030333	0.0174506217568667	0.230811897280667
Early life of Samuel Johnson	0.000382567324925	0.002970837280575	0.0590175452450333	4.87445763140667e-05	0.00253063045377	0.00264820481709333	0.187695967816667	0.0113118683671103	0.000229206903468667	0.321460547717667	0.00225603555817433	0.00162721216490333	0.00294684161968333	9.16781692970667e-05	0.000321398451008667	0.000155928285193767	0.404304785249
Ed Stelmach	0.000395557527481	0.125469902934333	0.0106615073818033	0.000387163273763667	0.00710788647062	0.0413513381045	0.000732468595085333	0.0358524971977733	0.000486683238673667	0.0257000636064667	0.494306332518333	7.14268434981e-05	0.00492784846038667	0.02699592970781	0.01025143145005	0.000266205848544633	0.215035756840667
Edgar Towner	0.000684088286114	0.0138046335827333	0.0597643116754	0.0885479901060333	0.000217308561827	0.001817407873126	0.0116986225144033	0.00680091545900333	0.000384246211018667	0.127892996146333	0.00120528507395933	0.000458306944998	0.00259988711558	0.00294927493147267	0.000630969741457333	0.568095223603667	0.1124485321725
Edmund Evans	0.459138304712333	0.0554787585106	0.000419720316031	0.000167610715996667	0.000150872063130667	0.000149814221983	0.202255971648	0.00279515904393533	0.000177166995566333	0.0648504546654	0.0001569456433954	4.06308771622333e-05	0.000406553015907667	0.0340226385890233	0.00670631459459333	9.70051313201e-05	0.172986079255667
Edmund Herring	0.000485845647791	0.000239826268581	0.0688487102552667	0.0497106057665533	0.000322605020409667	0.0405117022704	0.000336951734474	0.00546836809144	0.00149516095048	0.0783883433798333	0.0770991694406	0.0182463849293	0.00424486073231333	0.00369124595208667	0.000489007324337333	0.418441928435	0.231979283801333
Edmund Sharpe	0.264576470847667	0.0858216908195	0.0763283369694667	0.0618380103573667	0.00120928998912167	0.0002561697134443	0.0173125241627033	0.000527937200218	0.0158204939113	0.113533832925333	0.0421957064945667	0.0489608461900333	0.000419345814597133	0.0468535418918933	0.000652100311744	0.00107506114753767	0.222618641253333
Edward Low	0.000276663156183667	0.000680913566986	0.000532057403945	0.354184321219	0.000196529645663	0.123275851896333	0.0101417796693433	0.0233505375336967	0.00411702822479333	0.0838939922333333	0.000738056359580667	0.000166670818934667	0.029816558486747	0.000579017211017667	0.0063990222869	0.145013625763033	0.216637374525
Edward Wright	0.160518848319667	0.00227053052148667	0.0243417416820333	0.0782312290004	0.00362244916606	0.00225623082878333	0.00726564404635333	0.0261726580872333	0.0865959370603333	0.0404166875041333	0.0331416437683	0.00133623278600333	0.00455662447446667	0.223438365934333	0.191323650890333	0.00441428940993333	0.110097236519867
Edwin P. Morrow	0.000251162327697	0.000469919899306667	0.0297629074164333	0.000169941506317033	0.00120276227752233	0.210714819595	0.000396373843204333	0.0131223316957043	0.000294971219898	0.0917431475153333	0.447319422703667	7.91273766968333e-05	0.0212644023844167	0.000839378358804333	0.0113930346782633	0.0390630386469333	0.131913258554667
Edwin Taylor Pollock	0.000822768713518	0.0202501253725	0.0325853117064667	0.173762194044067	0.000822538581883667	0.000955633972034667	0.0463054079861667	0.00432903960133667	0.00125655581495333	0.0532203865898	0.113319336565333	0.002036791405452	0.0350667400622667	0.0609541676869	0.0118002122014933	0.3589352514	0.0835775382957333
Elias Abraham Rosenberg	0.00918883377963667	0.00111832761404667	0.00916320536080667	0.0185853752240133	0.00413539605100767	0.0273491375325667	0.0241474024114667	0.0490648239687333	0.00814990638113	0.177555870752333	0.0242899772992333	0.048473405017	0.206666616130667	0.000511929553475333	0.00375064022026	0.000906258225648333	0.386942894478333
Elias Ashmole	0.0373299585823333	0.000849261590286	0.0509347209585	0.0153040259070367	0.0197984347597667	0.003578483739884	0.1339818173675	0.000669517260168333	0.000556080739059333	0.104326466405833	0.0808703578426	0.00909191881682	0.124664928600667	0.0409543456366333	0.000466321439995	0.0364319137397	0.340191446613
Elizabeth Needham	0.0278875339243	0.00536354959080333	0.000978797438111	0.001762555139098	0.000825719397542667	0.196623260719	0.0873239826974	0.0336650753633267	0.000598448183155667	0.231589275731333	0.00150991192859333	0.00148697939779333	0.00849599058863333	0.0009446062982685	0.00433463241544667	0.00412577702044333	0.392483904166
Ellis Paul	0.0106591392510193	0.00994935912486667	0.0587537251386667	0.000275521117202333	0.0211620468470667	0.00130097679341867	0.0664576865945667	0.138745867310033	0.403609560716333	0.0358755702492333	0.000620512971064333	0.000226076204563067	0.000352027910165	0.00105342441174433	0.0221752545692	0.000145963375006667	0.228637287416
Ellis Wackett	0.000658756695022	0.0831368921785333	0.180300789447333	0.07597963745663	0.00162949914080967	0.000537605987556	0.000693461436055333	0.00605808626826667	0.000572810653915667	0.0210406417133	0.0777507967929333	0.000135368828532333	0.00903610320392333	0.07064903384968	0.00150779041794	0.261016635172	0.209296090757667
Elwood Haynes	0.00997062272281667	0.239780117301	0.0351540475595333	0.01611592337439	0.000782665521014333	0.0155501749670333	0.000734435722788667	0.00310670566858767	0.000115095489668833	0.175407213346333	0.0544576226847	0.000413564359759333	0.000148171798238667	0.211987155805167	0.0625834524124333	0.0203645230574777	0.153328508209
Emery Molyneux	0.0506795172715333	0.0410507312932667	0.016910067619	0.23397445089	0.000411170861559	0.000535494208039667	0.0917790939066	0.01619487675908	0.00418054827394667	0.0138316186308333	0.001822072867715	0.0272274625222333	0.0231034621205	0.145442929932067	0.000637214863551333	0.00967713514657333	0.322542152833333
Émile Lemoine	0.00347706485919333	0.00506956152083	0.188769352166333	0.000795719271162	0.1006244076499	0.000159100866464667	0.0211593356844717	0.00166630677352667	0.0111851203975333	0.00553257604013333	0.0176904256495667	0.000684111181942	0.00131316965861733	0.305523352614117	0.00222035420375667	0.00653129907803333	0.327598742384333
Epaminondas	0.005344112903743	0.00519444276212667	0.00578423331456333	0.00537944737766	0.0481660926656067	0.00120002094270133	0.0362131152569833	0.00377357183037	0.00302605556143667	0.04454386872502	0.110529069529433	0.002734229921215	0.2766542419892	0.00227403675543	0.00225222054231667	0.11064084627813	0.336290393644
Eric Brewer	0.000322082874813333	0.000745410215542333	0.00102983536949267	0.0001043273233348	0.000374346870588667	0.000157371419694333	0.000458440366179	0.0174339285722	0.000608052991468333	0.00355986416286333	0.000552809881606	5.89750205624667e-05	0.000321885710198	7.10256398924667e-05	0.93467265938	0.000142979198317533	0.0393860050033
Ernest Emerson	0.1098713355468	0.140289583537	0.0275342118651333	0.0130270974316237	0.00321196278154733	0.115550104258333	0.0433465427078	0.0834657786762667	0.00721321597317333	0.001455870383617	0.0002775381334	2.97126728822667e-05	0.000183763098791533	0.1524034770201	0.0200845073197667	0.0788547898439667	0.203200508749333
Ernest Hemingway	0.01469292382029	0.000147007233928333	0.000970179907170333	0.0319010982611333	0.0495291197632667	0.0268585510574333	0.170542158087	0.0461077749843133	0.00605059306511667	0.266436541714667	0.00914421223784667	4.51268320247e-05	0.000151529343495033	0.00413310703361333	0.0134316730162	0.0524059335394667	0.307452470102667
Ernie Fletcher	3.53917318688667e-05	0.0666147318903333	0.0279461316261	0.00845193770418807	0.000935627299947667	0.179510055985333	0.0001795557214287	0.0242709685431333	0.000501938464134	0.0149609501166333	0.472560720434	0.00672718271516333	0.00243474925411667	0.0201753254813667	0.01466179098724	0.0192182352872593	0.140814706758667
Ernie Toshack	0.000177269605604067	0.00138212247959667	0.000648330301172	0.00296441945410333	0.00204744241246567	0.000356256144266667	0.00159295296304367	0.0301828121356333	0.00279219741045	0.171978699356333	0.00347494707979	8.04289775530333e-05	0.00171265671624433	0.000224263942969	0.555126337037667	0.00435455033390367	0.220904313649
Ernie Toshack with the Australian cricket team in England in 1948	9.25343502073333e-05	0.00264860913151667	0.000264922892399667	0.00515050315077233	0.002099077372765	0.000327055386722767	0.000263983913747	0.04004865947934	0.00250113825710433	0.0918589426463333	0.00708904223841567	6.67767970820333e-05	0.00015858662548	0.00162698883035767	0.578068178088667	0.0254443016559333	0.242290699183
