	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Adele	0	0.1	0.2	0	0	0	0.8	15.1	67.5	4.4	0	0	0	0	1.9	0	9.7
Adolf Hitler	1.3	2.3	0.2	0	5.3	7.4	0.4	0.4	0	9	34.4	0.1	1.3	0.1	0	8	29.9
Albert Einstein	0	0.4	5.4	0	19.3	0.7	0	0.3	0.2	10.9	6.1	1.3	0.1	25.5	0	0.1	29.7
Justin Bieber	0.1	0.2	0.1	0	0	0.5	0.1	25.4	50	6.2	0.2	0.1	0	0	0.7	0	16.4
Leonardo da Vinci	30.1	2.8	1.3	0.6	2.9	1	0.4	0.1	0	10.4	0	2.4	6.1	11.8	0	1.8	28.2
Lionel Messi	0	0	0.1	0	0	0	0	1.2	0	1.1	1.1	0	0	0.5	84.3	0	11.5
Pablo Escobar	0	5	0	0	0	55.7	0	0.5	0	7.5	6.9	0.2	1.4	1	0.7	8.7	12.1
Selena Gomez	0	4.7	0.8	0	0	0	0	46.5	26.2	8.3	0.1	0	0	0.1	0	0	13.2
