	Art	Business	Education	Explorers	Humanities	Law	Literature	Media	Music	Personal	Politics	Religion	Royalty	Science	Sports	Warfare	Other
Ignacio de Antioquía	6.93667135206e-05	0.0004525342181154	0.000724145474416667	0.0207148797897	0.0647455496493	0.0166652248946667	0.02964116701694	0.00357346911424	0.00179797815233333	0.0224724871222957	0.0003328693870561	0.335960944307667	0.0030910498533528	0.00284588557405087	0.00525219369192567	0.00762892937352767	0.484031325666667
Ildefonso Cerdá	0.0934878149799	0.118724299985667	0.0524432368836667	0.000631907974807333	0.102847565321167	0.0001740444854741	0.0292291353899333	0.01591443050153	0.00121870696280567	0.0309794910353667	0.1189325768766	0.00230032985240833	0.0149707621074167	0.0568082668226667	0.0152107295431133	0.0338924890877	0.312234212189667
Isabel Bowes-Lyon	0.0150658413703667	0.000185877405459	0.00250615953337	0.00160417900380967	0.000331580563947333	0.0236894705177	0.000725661096161	0.0476818138627667	0.00655406738772	0.341330752801667	0.0657660127734333	0.000125846807961433	0.173865534822667	0.00161442032770023	0.000217701492349667	0.0447969931694	0.273938087063667
Jenófanes	0.00036891583112	2.74225080361667e-05	0.000542569301724333	0.0004395467983222	0.369520202586333	0.00281401902961367	0.0673418142837667	0.00470050133482033	0.000109580885942567	0.0221665521709413	0.000152325609440667	0.0832478166936067	0.00281279512693563	0.0420072104196	0.00564070590241667	8.01321454808e-05	0.398027889371333
Jesús de Nazaret	0.00557025200531667	0.000932189121768033	0.000167502777658333	7.53423719930667e-05	0.116912443856067	0.0225850131152	0.02501649203279	0.0194244121936667	0.000283232685787333	0.0310933201369633	0.003119692204897	0.331866865688	0.0180859799331133	0.0011322863577258	8.31626045623667e-05	0.00120250657392883	0.422449306341
Joaquín Sabina	0.0146042624170433	0.000778722692985667	0.016913714572703	6.09573411165667e-05	0.0342936793235333	0.0163415753432	0.132517631849667	0.0737130108943	0.311110954994333	0.102746516855133	0.0355709807293667	0.002908282231603	0.0002776955516026	0.0003683351572948	0.0113955462248867	0.0003007295947515	0.246097404226333
John Vanbrugh	0.267866375570333	0.0420747625937333	0.00100452211593167	0.0025789375629211	0.0171136665186667	0.0231441405109667	0.0354891753424333	0.0826776019576667	0.00132664126328333	0.0564075109359333	0.0256317971166333	8.16299688481667e-05	0.0754433766333667	0.000827755654313633	0.0104821822426167	0.0296058502213	0.328244073791
Jorge Bonsor	0.162416935694333	0.0517293814341333	0.0751705665808333	0.126105417861	0.0525458430086667	0.00138598508860533	0.0140972416228	0.000452523063427	0.000523170586640667	0.0628156673629	0.0148936564537067	0.0384025078447667	0.01227373935041	0.0150834322922	0.00210659568791667	0.00923604726637433	0.360761288801333
José María Morelos	0.000137415842998533	0.00417962448633333	0.0148890679027797	0.00916567983451183	0.00301893394151667	0.0523230277082	0.0535533966499333	0.0292782881493667	0.000905676595065667	0.0376889859452667	0.0549886773306	0.0878935514882667	0.0433505554585667	0.000137153868821833	0.00415738887281267	0.373648784975667	0.230683790949
Joseph Francis Shea	0.00204439494169267	0.00571659223034867	0.108372338069733	0.00413712276272867	0.0154267105292833	0.0280087056281667	0.00785081441010667	0.0982540926758667	0.000228272791310333	0.0715564465699	0.02309334706547	0.000351739084716467	0.000227218843473667	0.196815147800333	0.00766791933661333	0.0864640031804333	0.343785134079333
Juan de Austria	0.0157581539498667	4.86887269962e-05	0.00318353464493267	0.0396471802167933	0.000544155371016	0.00034053741202	0.0362749105572333	0.00407187862368	0.000428475928829333	0.0428413778155333	0.0214022717446667	0.0442281598475333	0.264756601760333	0.000128386093997733	0.0211017577342667	0.196218742875	0.309025186697333
Juan de la Cosa	0.0159447909916	0.00422010095599	0.0349892003926667	0.381535805918667	0.000165456894940667	0.0243314409306	0.071869963014	0.0630192500488333	0.000186002582900667	0.02379871387729	0.0184706722586603	0.02006308960758	0.0559045213918667	0.000266271164749333	0.00406703196473133	0.0453004533169667	0.235867234688
Juan Fugl	0.0107543883652997	0.0594060138207	0.0617924353823667	0.0519666219174667	0.00299742504140133	0.00156134455099833	0.00660680155344033	0.0139400744378833	0.000166561478526667	0.325671563242	0.0810110422534	0.0329531999204233	0.00683023265125667	0.00100992973067767	0.00337465948931367	0.0398469424561333	0.300110763709
Juan Montalvo	0.001138956306756	0.00233229477862467	0.0149642044895767	0.00715479753234	0.0592534852022667	0.0258689748337	0.159170804507	0.001031991946583	0.000921380756324333	0.139845606757433	0.0827942826194667	0.0703692562235	0.00155713039324393	0.0171471371054333	0.000472522078592	0.0276137681817533	0.388363406287333
Juan Ruiz de Alarcón	0.00905425739038667	0.000133571958258333	0.000312249642749	5.83591867325333e-05	0.123744487829	0.0243403843774333	0.319891947776333	0.0454219668164667	0.0001064498658285	0.05196620058375	0.000594033837631	0.01526289543316	0.0384221453228	0.000100351471299833	0.000392592946393667	0.00631886270249667	0.363879242859
Julio César	0.002330308161625	8.52956142917e-05	0.00649268575618367	0.0001253905787023	0.00680397879050667	0.0337929827965333	0.0503011003936333	0.0266805558454	0.000977837582433333	0.04024779136779	0.0498972301906	0.02161209078864	0.13374143490511	0.00432187942831067	0.0202969053485667	0.200947581114067	0.401344951338
Lope de Vega	0.0142300743610667	0.000164900920887667	0.000595073082072333	0.00627738368748	0.0320843401278	0.00118013933190367	0.363798087681333	0.0329000533189667	0.00799757305019667	0.0832227640768333	0.0007970997804378	0.0596156050232	0.0847585469243	0.000366513264340333	0.00360916430425	0.0127234922312733	0.295679188833667
Ludwig van Beethoven	0.00413442603403667	0.0029247587911	0.00151258747161267	5.355804737753e-05	0.00711860657404333	0.000958161833295	0.0719630318131	0.0418818397071667	0.332227862172333	0.1192309909024	0.00998086145903	0.0106189287848567	0.0362547042228	0.0166112403608	0.0197400974665	0.000463521168795	0.324324823190667
María Teresa I de Austria	0.00888870072954	0.0118528107297	0.00598831511533333	0.000100935989935967	0.00951809021481333	0.000760966277335667	0.0103160528777333	0.0104816227658533	0.00259864728026733	0.0625212154072667	0.0764432227315334	0.0411108400013	0.414819889397333	4.92133457954e-05	0.00928503258335667	0.0206460594649667	0.314618385087667
Mário de Andrade	0.0455792982675667	0.000283551828617667	0.0860537310201333	0.0224989794888	0.101796861945467	0.00119426247433933	0.252105392199	0.001408079714487	0.079872457909	0.0409356620707667	0.00144123835929067	0.00178139447496	0.000469142008962	0.000584006687888933	0.00549515634237333	0.000248824569848667	0.358251960638333
Marqués de Sade	0.0146395225870667	6.53806903631333e-05	0.000429409559602	1.279416594168e-05	0.0829267509147667	0.0828254122860333	0.145813413811333	0.0193724649494667	9.65149899068333e-05	0.131165853787833	0.00844523696647	0.0226829417704	0.0548308354968333	0.000363495462924667	0.0120647148583733	0.0169482239557	0.407317033747
Maximiliano Hernández Martínez	0.00166404475863633	0.0724934933715	0.0416444286944	0.0012476250293589	0.0259597332888	0.0273070429075667	0.0645951565514667	0.0889300290678333	9.69490854696667e-05	0.0237591926304633	0.293935700523	0.00104524351165247	0.000573853609464333	0.003488569707608	0.0167199212391	0.118005462406	0.218533553617333
Mehmet Alí	0.00768225214092667	0.216475716629	0.0392703046903667	0.0259860262005097	0.000147962879320333	0.000146641675737667	0.00791534475289	0.0114763667585697	0.003750702618292	0.005931651468038	0.135701254893733	0.01789782391277	0.101987273693474	0.0233329204104633	0.0105262554139733	0.203173669114433	0.188597832747767
Miguel Ángel	0.429586473828667	0.0003134602247442	0.00115725678077233	8.34444813772e-05	0.0126857396577667	0.00127706638692133	0.0379139793169	0.0118460857255967	0.00466867698581667	0.0631877744542333	0.00201964924909667	0.104241390566233	0.0164234365921667	0.0134699963665333	0.0183807502213333	0.0200906298133	0.262654189349
Mustafa Kemal Atatürk	0.00953950659812	0.0120599971712	0.0612839854953	6.34076284493667e-05	0.0854552114814	0.000120468855543333	0.00225170781399867	0.00287929323091667	0.003038606187802	0.0584679513198	0.327776753844667	0.022259115496028	0.0707333123085772	0.000302506477847667	0.01555435602283	0.0581831674733667	0.270030652594
Nerón	0.00401518263999667	0.00547565089280667	0.00399771330837	0.0199984002977681	0.0136835945665067	0.0469841052201667	0.0319684465022667	0.0195298398034667	0.00258074603022333	0.05520873995049	0.00406704596724	0.0597807413247833	0.199693875032433	0.000241108441551233	0.0134409519086757	0.110694345094633	0.408639513018333
Nikolái Rimski-Kórsakov	0.0179485472520333	0.000604708028900333	0.0355303919304	0.0192346544704667	0.0459863359545	0.000260776036741867	0.0667171351664	0.0050952209468	0.326343646901	0.0599452099752667	0.0482652912140667	0.0023948119393172	0.00462441468194667	0.004066747413621	0.00529341917912667	0.00545939211118	0.352229296798
Nine Inch Nails	0.00681756358020333	0.00372982092569167	0.0380812616433667	1.39912031025e-05	0.00126970027829833	0.0155835220537	0.0804455466238667	0.217960061165	0.374788404633667	0.00869510215232333	0.019880536251538	0.00506856548645147	0.0002852896889732	0.00798417091256333	0.0174685336649733	4.50370026717667e-05	0.201882892734
Parménides de Elea	0.004873076556824	1.11042145354e-05	0.000243307214396367	0.00650840340691333	0.392241640988333	0.000122701001444833	0.0592535433913167	0.00364521221285033	5.26328625445333e-05	0.0236752946300017	0.0017263823370491	0.0558085219656143	0.000114403611204133	0.0361081135208	0.00742303803013	0.0002532322915658	0.407939391764333
Pericles	0.000178647675321	0.0101754622664967	0.006821635351681	0.00279300467743967	0.0592473514217333	0.0128724970694577	0.0513235909389333	0.0154828050451777	0.000128846622349233	0.0354050221334333	0.0818299619622	0.0195596252343993	0.0910198798920751	0.0082879938888009	0.0176831120578	0.0767322684047033	0.510458295358333
Porfirio Díaz	0.00981802595533	0.0560802573371333	0.0414326423814	0.00714236346013	0.0146354086036	0.0231983612662333	0.0233172530120667	0.0690089256384667	0.001906799666	0.0506375076283	0.266587612569667	0.0193182919082333	0.0171850352203367	0.000715192394369	0.0138188868398333	0.144190900668	0.241006535451
Ramon Llull	0.013574602485	0.0001426132355704	0.0270089208016667	0.0210797920594667	0.224874843177667	0.000726240526454667	0.0954963880365	0.00161756384151833	0.000202183199493333	0.0169797977835963	0.000829047780387	0.198889141691667	0.0414869798107667	0.0442196369945	0.00392654002287333	0.00666640653173	0.302279302020667
Ramón Santamarina	0.0316114096753	0.0737557531778333	0.0654698609696333	0.03214493161702	9.99953335076667e-05	0.00377876975525767	0.0284733609039433	0.0639596312019333	0.00118838324675833	0.246387062107333	0.0635119554218667	0.00456710476705667	0.00559777675508267	0.00606222365797867	0.001796063173938	0.0409800397601333	0.330615678475667
Reinado de Isabel II de España	0.01093116176524	0.0935257315663333	0.0115801319953633	0.000136566197349367	0.0435104463913	0.000326254654402667	0.00647586645547667	0.000231926568208333	0.000133312457275367	0.00110827777431967	0.343400857114667	0.00991413136486	0.0801657423920333	0.01399064109414	0.0305312975584667	0.0644477724233667	0.289589882226667
René Goscinny	0.000950319375168666	0.0223110996738	0.0687578056332667	0.00352719737458967	0.000159935611881167	0.000305066734004667	0.243158509173333	0.311813472561333	0.00947339838018667	0.0925431930126	0.00380277999761333	0.0018095613233384	0.0167305995561467	0.004900028922345	0.0283758506745	0.0117458007198333	0.179635381276
Richard Wagner	0.0187792041138	0.000123017861996	0.000224542463701333	5.37182629949167e-05	0.0839643622833333	0.003709828760643	0.146569610957333	0.0502621154959	0.235034932252	0.0709961467243333	0.0637694803122	0.01521281177359	0.0185916976270667	0.000494182140809233	0.004134093342889	0.000144249275218833	0.287936006351667
Rubén Darío	0.0345120484857667	0.00435205524648667	0.016502022929627	0.0123247514829567	0.0393541186345333	0.000372715306991333	0.356602559898667	0.000956099546051333	0.0181872977059667	0.100799465236533	0.0234530858906	0.01638737883757	0.0178995109424933	0.000683468736654	0.00392722758116467	0.00627073835604377	0.347415455181667
Rudolf von Ihering	0.000771262073079333	0.00264003230066	0.0236060065863	6.43040171721e-05	0.499321902509667	0.0185731356386333	0.0270307542788977	0.00439234021175667	0.004683473988195	0.0143989689906267	0.0229208799799	0.0107597045054533	0.0221783962397333	8.67200334703e-05	0.0195775460488	0.000310303887783267	0.328684268710333
Salvador Maciá	0.00363522301546767	0.0684073278368333	0.0963968096908	0.00628418693664667	0.00432801694714667	0.0160909078465033	0.0198844826804167	0.0421183566367667	0.000451720942909667	0.0167089733881333	0.341726509999333	0.00899312883213333	0.00395641512396	0.00506719961747333	0.0128422964698333	0.0552879261932333	0.297820517842
Serguéi Koroliov	0.00316260908877	0.0137532760199247	0.0268291785286333	0.0030358236732743	0.000380922688555667	0.033496779012	0.00134121970901767	0.0355864760963667	0.00497640347560667	0.139904891617333	0.0927910053578667	7.51246023821667e-05	0.000170683865855667	0.277075455319533	0.0266311841818	0.143817588120849	0.196971378642
Sigmund Freud	0.00582888079694053	0.000110769809408	0.0402726350910333	5.45138896813e-05	0.436075212809667	0.0239319986466667	0.0934433914590333	0.026177767698	0.000122337772742533	0.0891009322649	0.0169471720594	0.00384859493872633	0.000913781208434	0.0738619931934667	0.000960209109303667	0.000346736888161333	0.188003072364333
Sor Juana Inés de la Cruz	0.0207179622896	5.34664884295667e-05	0.00279349360027167	0.001521173352137	0.161721510275333	0.003143952018401	0.257142629749333	0.0104662582827933	0.0152276468609967	0.03614471051437	0.000190489881549667	0.148212490385	0.0305550797807333	0.002114463585222	0.000193070110482333	0.00625251033820367	0.303549092487
Tesoro del Oxus	0.171528191093333	0.000213935788132667	0.0352062026615667	0.0981710579375333	0.000767678592358	0.00544744613817333	0.025067297210597	0.0378677936933333	0.00614122574338333	0.0973821696086397	0.0165777191435633	0.0486832428120381	0.04907370257141	0.0184316085379933	0.0255280888894	0.0282013194723277	0.335711320106333
Tita Merello	0.00464321634503333	0.000349089857561667	0.0269592526486333	3.29165935663e-05	0.000554621234999067	0.0328102025846	0.0623892444535667	0.284870690836667	0.0525114639936	0.163989837621333	0.0207339736747333	0.000830417893642333	5.52992048150333e-05	6.61777207602333e-05	0.000476496747652667	5.60951189460667e-05	0.34867100347
Tutankamón	0.0681828184437667	0.001551529444362	0.001934100378575	0.0220669134274333	0.02465646082171	0.01159162732537	0.000122347926053567	0.00205249989192	0.00101630995701467	0.0546643043012967	0.00996370841429	0.0873752410259846	0.167050638889667	0.0523606527339	0.00391560883239333	0.00796490366700433	0.483530334519
Uncle Tupelo	0.000308813343325333	0.00616161714682	0.0190334412379767	4.17174285751333e-05	0.000359491338490667	0.000449224944756667	0.0400370941082667	0.130198164003667	0.558307947965	0.0560771882947	0.00420316915403567	9.62701066075333e-05	0.000222376763129333	0.000323693346568533	0.00346309324399333	0.000200937734285233	0.180515759840333
Utagawa Hiroshige	0.450921500942333	0.00756205351424333	0.0136466438281933	0.0287446962420667	0.0428531363142667	0.0001353208378141	0.0585647773342667	0.0423363289982667	0.000340439148085	0.0639346391248	0.00759940953174133	0.0125135691157973	0.0216232576577667	0.0104320026247527	0.009295451217839	0.000325562799463333	0.229171210768667
Vasco Núñez de Balboa	0.000873624267324333	0.00078050077851	0.00482791762857633	0.359677518990333	5.38261653167333e-05	0.0485380409421333	0.000378681253117467	0.00207457731295133	0.000330238425782	0.0327449468314733	0.00499181132020667	0.0144382885533	0.0750573822372	0.000231972785206933	0.0137639664418767	0.145473410176433	0.295763295890333
William Shakespeare	0.0238087784374	0.00482539079987	0.00244882788606	0.000535562154204333	0.0817052996932	0.0100735343131667	0.242209490028667	0.0680458885282667	0.00778778506009	0.0681086513381667	0.00128650957082667	0.0518356339783667	0.0541275853030333	0.00505636176973667	0.000393827841247667	0.00330190837541	0.374448964922
