#doc name topic proportion ...
0	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/A._E._J._Collins	9	0.44456521739130433	8	0.12065217391304348	5	0.10869565217391304	3	0.075	7	0.07391304347826087	2	0.06739130434782609	0	0.043478260869565216	4	0.034782608695652174	1	0.017391304347826087	6	0.014130434782608696	
1	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Aaron_Sorkin	0	0.6689166385420182	7	0.08504893688828889	1	0.06277421532230847	2	0.0560242996962538	4	0.040161997975025315	3	0.03172460344245697	8	0.028687141410732364	5	0.012149848126898413	9	0.00911238609517381	6	0.005399932500843739	
2	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Abbas_Kiarostami	0	0.5217762596071733	4	0.24167378309137488	7	0.15001423284941645	1	0.0296043267862226	2	0.016225448334756618	8	0.009393680614859094	3	0.008824366638200968	5	0.008539709649871904	6	0.007685738684884714	9	0.0062624537432393965	
3	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Abdul_Karim_(the_Munshi)	5	0.530223880597015	7	0.24701492537313433	4	0.0626865671641791	0	0.05708955223880597	2	0.04552238805970149	8	0.025746268656716417	6	0.013432835820895522	9	0.0070895522388059705	3	0.006716417910447761	1	0.004477611940298508	
4	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Abu_Nidal	7	0.3264261335933691	2	0.32593856655290104	8	0.1704046806435885	0	0.09190638712823013	5	0.036567528035104824	6	0.014870794734275963	4	0.01462701121404193	3	0.012432959531935642	9	0.0036567528035104826	1	0.0031691857630424185	
5	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/AC_DC	5	0.11538461538461539	0	0.11538461538461539	9	0.09615384615384616	8	0.09615384615384616	7	0.09615384615384616	6	0.09615384615384616	4	0.09615384615384616	3	0.09615384615384616	2	0.09615384615384616	1	0.09615384615384616	
6	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Adam_Gilchrist	9	0.7730527229333912	3	0.0982859622477761	7	0.06357127359513995	0	0.021913647211976566	2	0.013234975048817531	4	0.008027771750922109	8	0.0062920373182903016	6	0.005207203297895422	5	0.005207203297895422	1	0.005207203297895422	
7	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Adelaide_Anne_Procter	4	0.533278553820871	5	0.14708299096138044	7	0.14133114215283485	0	0.07477403451109285	1	0.038619556285949055	2	0.02218570254724733	6	0.013968775677896467	9	0.010682004930156122	3	0.009860312243221035	8	0.008216926869350863	
8	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Adolfo_Farsari	0	0.4166054371785452	4	0.2747979426891991	7	0.16458486407053638	1	0.034533431300514325	8	0.03085966201322557	5	0.025716385011021307	9	0.01689933872152829	2	0.01322556943423953	6	0.011756061719324026	3	0.011021307861866276	
9	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Adrian_Boult	1	0.5636182902584493	7	0.14280980781974817	5	0.08614976805831677	4	0.05964214711729622	0	0.04241219350563287	8	0.03578528827037773	3	0.02385685884691849	9	0.019880715705765408	2	0.017229953611663355	6	0.008614976805831677	
10	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Adrian_Cole_(RAAF_officer)	8	0.7730829420970265	7	0.08215962441314555	2	0.04303599374021909	0	0.025039123630672927	5	0.02269170579029734	9	0.01564945226917058	3	0.01486697965571205	4	0.009389671361502348	6	0.00782472613458529	1	0.006259780907668232	
11	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Aeneas_Mackintosh	4	0.42364767831498323	7	0.2350406893250359	8	0.18429870751555769	0	0.034944949736716135	5	0.031115366203925323	2	0.02967927237912877	3	0.02920057443752992	9	0.013882240306366683	1	0.010052656773575874	6	0.008137865007180469	
12	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Afonso,_Prince_Imperial_of_Brazil	7	0.4649390243902439	5	0.37652439024390244	8	0.027439024390243903	0	0.027439024390243903	6	0.025914634146341462	2	0.021341463414634148	4	0.018292682926829267	9	0.01524390243902439	1	0.013719512195121951	3	0.009146341463414634	
13	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Ahmose_I	6	0.5668566418237615	7	0.1477422183252959	4	0.13371328364752302	5	0.046470846120122755	0	0.033318719859710653	8	0.021481806225339763	1	0.020604997807978958	9	0.012275317843051293	2	0.00920648838228847	3	0.008329679964927663	
14	file:/Users/jbaxter/Documents/MIT/Spring12/MAS.S60/pnlp-final-project/datasets/en/lowernostop/Alain_Prost	3	0.7135400675468222	7	0.16641080749155665	0	0.0276327909118821	8	0.02394841879029782	9	0.01750076757752533	4	0.01381639545594105	5	0.01197420939514891	6	0.0092109303039607	2	0.007982806263432606	1	0.007982806263432606	
